Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	10106821	10107194	373	1	41.771429	0.672238	0	60	0	0	60	60	16.217391	99.996647	0.065217	0	0	1.413043	2.334058	0	5	0.152174	0.514993	0	1	-1.26087	2.284584	-5	0	39.524217	0.802753	0	60	0	0	60	60	16.326087	99.981344	0.065217	0	0	1.413043	2.334058	0	5	0.173913	0.529333	0	1	-1.23913	2.301543	-5	0	39.490667	0.787125	0	60	0	0	60	60	16.326087	99.981344	0.065217	0	0	1.413043	2.334058	0	5	0.173913	0.529333	0	1	-1.23913	2.301543	-5	0	2	0	0	0	0	0.44385	1	0	39.387464	0.703674	0	60	0	0	60	60	16.326087	99.981344	0.065217	0	0	1.413043	2.334058	0	5	0.173913	0.529333	0	1	-1.23913	2.301543	-5	0	38.387464	2.283672	0	60	0	0	60	60	17.465116	103.392076	0.069767	0	0	1.55814	2.373488	0	5	0.186047	0.545798	0	1	-1.372093	2.350514	-5	0
2	1	10973586	10974165	579	1	18.197143	1.169573	0	60	0	0	60	60	1.571429	5.025649	0.095238	0	0	1.095238	1.670472	0	2	0	0	0	0	-1.095238	1.670472	-2	0	21.45584	0.880041	0	60	0	0	60	60	2.565217	7.011848	0.130435	0	14	0.956522	1.637022	0	2	0	0	0	0	-0.956522	1.637022	-2	0	21.833046	0.883572	0	60	0	0	60	60	2.458333	6.877684	0.125	0	14	0.916667	1.612901	0	2	0	0	0	0	-0.916667	1.612901	-2	0	1	0	0	0	0	0.506897	1	0	22.267806	0.443448	0	60	0	0	60	60	2.458333	6.877684	0.125	0	14	0.916667	1.612901	0	2	0	0	0	0	-0.916667	1.612901	-2	0	22.695157	0.460998	0	60	0	0	60	60	2.458333	6.877684	0.125	0	14	0.833333	1.606148	0	2	0	0	0	0	-0.833333	1.606148	-2	0
3	1	13486128	13486203	75	0	1	0	1	2	0	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	0	-1	0	-1	-1	1	0	1	2	0	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	0	-1	0	-1	-1	1	0	1	2	0	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	0	-1	0	-1	-1	0	0	0	0	0	0.513158	0.986842	0	1	0	1	2	0	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	0	-1	0	-1	-1	1	0	1	2	0	0	2	2	0	0	0	0	0	1	0	1	1	0	0	0	0	-1	0	-1	-1
4	1	16102049	16102616	567	1	8.857143	1.554047	0.045714	60	0	0	60	60	1.666667	5.773503	0.083333	0	0	4.25	2.005674	2	6	0.916667	0.668558	0	2	-3.333333	2.146173	-5	-1	12.960114	0.223233	0	60	0	0	60	60	1.538462	5.547002	0.076923	0	0	3.769231	2.0064	2	6	0.923077	0.640513	0	2	-2.846154	2.154304	-5	-1	12.975395	0.176306	0	60	0	0	60	60	1.538462	5.547002	0.076923	0	0	3.769231	2.0064	2	6	0.923077	0.640513	0	2	-2.846154	2.154304	-5	-1	0	1	0.001761	0	0	0.494718	1	0	13	0	0	60	0	0	60	60	1.538462	5.547002	0.076923	0	0	3.769231	2.0064	2	6	0.923077	0.640513	0	2	-2.846154	2.154304	-5	-1	12.145299	0.352905	0	60	0	0	60	60	1.538462	5.547002	0.076923	0	0	3.769231	2.0064	2	6	0.923077	0.640513	0	2	-2.846154	2.154304	-5	-1
5	1	60644898	60645146	248	1	27.934286	0.721127	0	60	0	0	60	60	1.868421	8.804701	0.052632	0	0	0.263158	0.50319	0	1	0.105263	0.311012	0	1	-0.157895	0.593948	-1	0	30.86	0.347683	0	60	0	0	60	60	1.820513	8.693227	0.051282	0	0	0.25641	0.49831	0	1	0.102564	0.307355	0	1	-0.153846	0.586626	-1	0	30.86	0.347683	0	60	0	0	60	60	1.820513	8.693227	0.051282	0	0	0.25641	0.49831	0	1	0.102564	0.307355	0	1	-0.153846	0.586626	-1	0	1	0	0	0	0	0.445783	1	0	30.86	0.347683	0	60	0	0	60	60	1.820513	8.693227	0.051282	0	0	0.25641	0.49831	0	1	0.102564	0.307355	0	1	-0.153846	0.586626	-1	0	29.766382	0.423736	0	60	0	0	60	60	1.868421	8.804701	0.052632	0	0	0.263158	0.50319	0	1	0.105263	0.311012	0	1	-0.157895	0.593948	-1	0
6	1	66266601	66266717	116	1	21.537143	0.83446	0	60	0	0	60	60	410.173913	790.074545	0.434783	0	1229	0	0	0	0	0	0	0	0	0	0	0	0	21.966102	0.181739	0	60	0	0	60	60	359.136364	768.881271	0.409091	0	1091	0	0	0	0	0	0	0	0	0	0	0	0	21.966102	0.181739	0	60	0	0	60	60	359.136364	768.881271	0.409091	0	1091	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.418803	0.991453	0	21.966102	0.181739	0	60	0	0	60	60	359.136364	768.881271	0.409091	0	1091	0	0	0	0	0	0	0	0	0	0	0	0	21.834758	0.540941	0	60	0	0	60	60	359.136364	768.881271	0.409091	0	1091	0	0	0	0	0	0	0	0	0	0	0	0
7	1	68569681	68569893	212	1	52.631429	0.675936	0	60	0	0	60	60	9.472727	53.310709	0.036364	0	0	6.036364	9.723899	0	9	0.509091	0.959798	0	2	-5.527273	9.515785	-9	0	53.504673	1.069192	0	60	0	0	60	60	9.472727	53.310709	0.036364	0	0	7.145455	11.000704	0	10	0.545455	0.97787	0	2	-6.6	10.865508	-10	0	53.504673	1.069192	0	60	0	0	60	60	9.472727	53.310709	0.036364	0	0	7.145455	11.000704	0	10	0.545455	0.97787	0	2	-6.6	10.865508	-10	0	2	0	0	1	0.004695	0.464789	0.995305	0	53.504673	1.069192	0	60	0	0	60	60	9.472727	53.310709	0.036364	0	0	7.145455	11.000704	0	10	0.545455	0.97787	0	2	-6.6	10.865508	-10	0	54.307692	2.631007	0	60	0	0	60	60	8.982759	51.93197	0.034483	0	0	7.706897	11.78463	0	30	0.551724	0.976431	0	2	-7.155172	11.688654	-29	0
8	1	72396359	72396755	396	1	47.654286	3.814153	0	59.017544	7.417381	0	60	60	0.403509	3.046424	0.017544	0	0	0.403509	0.942255	0	1	0	0	0	0	-0.403509	0.942255	-1	0	53.267806	1.30584	0	59.050847	7.290579	0	60	60	0.389831	2.994345	0.016949	0	0	0.423729	0.95056	0	1	0	0	0	0	-0.423729	0.95056	-1	0	53.547739	1.455116	0	59.066667	7.229569	0	60	60	0.383333	2.969287	0.016667	0	0	0.416667	0.944057	0	1	0	0	0	0	-0.416667	0.944057	-1	0	2	0	0	0	0	0.460957	0.997481	0	53.831909	1.297341	0	59.066667	7.229569	0	60	60	0.383333	2.969287	0.016667	0	0	0.416667	0.944057	0	1	0	0	0	0	-0.416667	0.944057	-1	0	54.310541	0.975633	0	59.096774	7.112007	0	60	60	1.209677	7.177234	0.032258	0	0	0.403226	0.931413	0	1	0	0	0	0	-0.403226	0.931413	-1	0
9	1	77899837	77900865	1028	2	12.142857	1.30555	0.011429	60	0	0	60	60	0	0	0	0	0	2.375	2.187083	0	5	1.5625	0.963933	0	2	-0.8125	2.833578	-4	2	22.803419	4.648636	0	60	0	0	60	60	0	0	0	0	0	1.7	1.822276	0	4	0.566667	0.971431	0	2	-1.133333	1.833281	-4	0	26.845631	3.980572	0	60	0	0	60	60	0	0	0	0	0	1.645161	1.817478	0	4	0.580645	0.958269	0	2	-1.064516	1.842742	-4	1	1	1	0.000972	3	0.002915	0.343051	0.999028	0.000972	29	0	0	60	0	0	60	60	0	0	0	0	0	1.62069	1.801067	0	4	0.482759	0.91107	0	2	-1.137931	1.807211	-4	1	29.851852	0.355754	0	60	0	0	60	60	0	0	0	0	0	1.566667	1.794308	0	4	0.466667	0.899553	0	2	-1.1	1.78789	-4	0
10	1	79109040	79109628	588	1	28.691429	7.563044	0	60	0	0	60	60	394.382716	971.566462	0.54321	0	1438	11.296296	9.543904	0	20	0.580247	1.010745	0	2	-10.716049	10.241136	-20	2	34.957265	8.382015	0.054131	60	0	0	60	60	235.102041	595.670219	0.653061	0	733	18.734694	3.988397	19	20	0	0	0	0	-18.734694	3.988397	-20	-19	37.742373	7.367487	0.032203	60	0	0	60	60	209.909091	566.292434	0.6	0	611	16.727273	6.908005	0	20	0.018182	0.13484	0	0	-16.709091	6.95401	-20	0	2	1	0.001698	0	0	0.366723	0.998302	0	38.319088	9.510935	0.054131	60	0	0	60	60	209.909091	566.292434	0.6	0	611	16.727273	6.908005	0	20	0.018182	0.13484	0	0	-16.709091	6.95401	-20	0	45.464387	0.711748	0	60	0	0	60	60	202.54386	557.45173	0.578947	0	611	16.140351	7.460464	0	20	0.017544	0.132453	0	0	-16.122807	7.500167	-20	0
