Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	5383114	5383501	387	1	49.86	0.819078	0	60	0	0	60	60	0.884615	6.379052	0.019231	0	0	1.173077	1.263688	0	3	0	0	0	0	-1.173077	1.263688	-3	0	50.894587	1.194152	0	60	0	0	60	60	1.018519	6.355775	0.037037	0	0	1.092593	1.262948	0	3	0	0	0	0	-1.092593	1.262948	-3	0	51.143959	1.373477	0	60	0	0	60	60	1	6.298148	0.036364	0	0	1.072727	1.259843	0	3	0	0	0	0	-1.072727	1.259843	-3	0	2	0	0	0	0	0.337629	0.997423	0	51.373219	1.24454	0	60	0	0	60	60	1	6.298148	0.036364	0	0	1.072727	1.259843	0	3	0	0	0	0	-1.072727	1.259843	-3	0	56.997151	1.94275	0	60	0	0	60	60	0.901639	5.982488	0.032787	0	0	0.983607	1.231419	0	3	0	0	0	0	-0.983607	1.231419	-3	0
2	1	17665799	17666099	300	1	16.337143	0.473411	0	60.588235	2.425356	0	60	60	2.823529	8.868732	0.117647	0	13	1.117647	1.363926	0	4	0.117647	0.332106	0	1	-1	1.457738	-4	0	15.761589	0.426819	0	60.625	2.5	0	60	60	3	9.128709	0.125	0	13	1.1875	1.376893	0	4	0.125	0.341565	0	1	-1.0625	1.481834	-4	0	15.761589	0.426819	0	60.625	2.5	0	60	60	3	9.128709	0.125	0	13	1.1875	1.376893	0	4	0.125	0.341565	0	1	-1.0625	1.481834	-4	0	0	0	0	0	0	0.468439	0.996678	0	15.761589	0.426819	0	60.625	2.5	0	60	60	3	9.128709	0.125	0	13	1.1875	1.376893	0	4	0.125	0.341565	0	1	-1.0625	1.481834	-4	0	13.994302	0.982691	0	60.666667	2.581989	0	60	60	3.2	9.412757	0.133333	0	13	1.266667	1.387015	0	4	0.133333	0.351866	0	1	-1.133333	1.505545	-4	0
3	1	20157545	20158816	1271	2	39.365714	0.897607	0	60	0	0	60	60	77.325581	502.078903	0.046512	0	0	1.186047	2.050038	0	2	0.325581	0.644424	0	1	-0.860465	2.144555	-2	0	41.487179	1.204388	0	60	0	0	60	60	72.326087	485.431723	0.043478	0	0	1.108696	2.002535	0	2	0.304348	0.627856	0	1	-0.804348	2.082942	-2	0	41.624509	2.574139	0	59.7	2.12132	0	60	60	66.54	465.618492	0.04	0	0	1.34	2.291154	0	4	0.3	0.614452	0	1	-1.04	2.320802	-4	0	2	0	0	0	0	0.389937	0.999214	0	38.470085	2.336931	0	60	0	0	60	60	0.152174	0.787891	0	0	0	1.391304	2.370919	0	4	0.304348	0.627856	0	1	-1.086957	2.402092	-4	0	30.831909	2.603889	0	60	0	0	60	60	0.162791	0.81446	0	0	0	1.534884	2.500941	0	5	0.232558	0.527221	0	1	-1.302326	2.521667	-5	0
4	1	22805928	22806113	185	1	23.511429	1.254738	0	60	0	0	60	60	0.166667	0.912871	0	0	0	0.5	0.629724	0	1	0.633333	1.0662	0	2	0.133333	1.008014	-1	1	23.080214	0.462559	0	60	0	0	60	60	0.185185	0.96225	0	0	0	0.37037	0.564879	0	1	0.777778	1.625123	0	3	0.407407	1.599501	-1	2	23.080214	0.462559	0	60	0	0	60	60	0.185185	0.96225	0	0	0	0.37037	0.564879	0	1	0.777778	1.625123	0	3	0.407407	1.599501	-1	2	1	0	0	0	0	0.268817	0.994624	0	23.080214	0.462559	0	60	0	0	60	60	0.185185	0.96225	0	0	0	0.37037	0.564879	0	1	0.777778	1.625123	0	3	0.407407	1.599501	-1	2	26.817664	1.298714	0	60	0	0	60	60	0.16129	0.898027	0	0	0	0.322581	0.540808	0	1	0.677419	1.535949	0	3	0.354839	1.495513	-1	2
5	1	33861079	33861338	259	1	17.385714	2.291712	0	60	0	0	60	60	2.3	10.285913	0.05	0	0	5.85	3.8563	0	11	35.3	23.416369	0	52	29.45	23.367713	-8	48	14.524904	0.500339	0	60	0	0	60	60	2.705882	11.156639	0.058824	0	0	5.705882	4.297742	0	11	26.823529	25.377735	0	52	21.117647	24.067308	-8	47	14.524904	0.500339	0	60	0	0	60	60	2.705882	11.156639	0.058824	0	0	5.705882	4.297742	0	11	26.823529	25.377735	0	52	21.117647	24.067308	-8	47	0	0	0	0	0	0.338462	0.996154	0.003846	14.524904	0.500339	0	60	0	0	60	60	2.705882	11.156639	0.058824	0	0	5.705882	4.297742	0	11	26.823529	25.377735	0	52	21.117647	24.067308	-8	47	15.652422	0.87439	0	60	0	0	60	60	2.705882	11.156639	0.058824	0	0	5.058824	4.669992	0	11	20.823529	24.950539	0	51	15.764706	23.009589	-8	46
6	1	33970070	33970783	713	1	32.037143	0.816234	0	60	0	0	60	60	2.972222	7.864881	0.138889	0	17	7.444444	5.101509	0	16	2.111111	1.165646	0	3	-5.333333	4.484895	-13	1	31.242165	0.997735	0	58.611111	8.333333	0	60	60	2.972222	7.864881	0.138889	0	17	7.222222	5.248734	0	16	1.972222	1.206793	0	3	-5.25	4.581796	-13	1	30.951049	0.894495	0	58.648649	8.219949	0	60	60	2.891892	7.770256	0.135135	0	17	7.243243	5.176901	0	16	2.351351	2.59504	0	4	-4.891892	5.015442	-13	1	1	1	0.001401	0	0	0.397759	0.998599	0	30.65812	0.682379	0	60	0	0	60	60	2.484848	7.189929	0.121212	0	16	7.393939	5.332327	0	16	2.393939	2.714998	0	4	-5	5.244044	-13	1	26.57265	0.781752	0	60	0	0	60	60	2.096774	6.910643	0.096774	0	0	7.225806	5.58993	0	16	2.322581	2.832985	0	4	-4.903226	5.442762	-13	1
7	1	39270995	39272310	1315	2	1	0	1	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.642369	1.382301	1	60	0	0	60	60	0	0	0	0	0	5	6.164414	0	14	0	0	0	0	-5	6.164414	-14	0	0	0	0	0	0	0.358663	0.99924	0	4	0	1	60	0	0	60	60	0	0	0	0	0	5	6.164414	0	14	0	0	0	0	-5	6.164414	-14	0	4.304843	0.672696	1	51.428571	22.677868	0.142857	0	60	0	0	0	0	0	3.857143	4.740906	0	14	0	0	0	0	-3.857143	4.740906	-14	0
8	1	39636934	39637305	371	1	38.522857	0.763263	0	58.5	9.486833	0.025	60	60	0.725	4.585303	0.025	0	0	1.925	4.008884	0	6	4.45	2.881862	0	8	2.525	5.320437	-6	8	37	0	0	60	0	0	60	60	0.783784	4.767571	0.027027	0	0	1.594595	3.419385	0	6	4.783784	2.729826	2	9	3.189189	4.575526	-3	9	36.981233	0.135883	0	60	0	0	60	60	0.783784	4.767571	0.027027	0	0	1.594595	3.419385	0	6	4.783784	2.729826	2	9	3.189189	4.575526	-3	9	2	1	0.002688	0	0	0.344086	0.997312	0	36.980057	0.140004	0	60	0	0	60	60	0.783784	4.767571	0.027027	0	0	1.594595	3.419385	0	6	4.783784	2.729826	2	9	3.189189	4.575526	-3	9	26.737892	4.253364	0	60	0	0	60	60	2.16	11.822428	0.04	0	0	1.2	3.010187	0	3	4.26	2.632683	0	8	3.06	4.01736	-2	8
9	1	43872594	43872809	215	1	19.46	0.499111	0	60	0	0	60	60	3.666667	15.69501	0.047619	0	0	1.619048	1.774153	0	4	0.095238	0.300793	0	0	-1.52381	1.83355	-4	0	18.364055	1.063362	0	60	0	0	60	60	3.85	16.079654	0.05	0	0	1.7	1.780006	0	4	0.1	0.307794	0	0	-1.6	1.846761	-4	0	18.364055	1.063362	0	60	0	0	60	60	3.85	16.079654	0.05	0	0	1.7	1.780006	0	4	0.1	0.307794	0	0	-1.6	1.846761	-4	0	1	0	0	0	0	0.421296	1	0	18.364055	1.063362	0	60	0	0	60	60	3.85	16.079654	0.05	0	0	1.7	1.780006	0	4	0.1	0.307794	0	0	-1.6	1.846761	-4	0	15.48433	0.544226	0	60	0	0	60	60	4.277778	16.942135	0.055556	0	5	1.888889	1.811366	0	4	0.111111	0.323381	0	1	-1.777778	1.895988	-4	0
10	1	46705124	46705232	108	1	5.928571	0.257908	0.071429	60	0	0	60	60	22.833333	51.646555	0.333333	0	128	4.166667	4.708149	0	13	0.5	0.83666	0	2	-3.666667	4.926121	-13	0	5	0	1	60	0	0	60	60	27.4	56.371979	0.4	0	128	4.8	4.969909	0	13	0.4	0.894427	0	2	-4.4	5.128353	-13	0	5	0	1	60	0	0	60	60	27.4	56.371979	0.4	0	128	4.8	4.969909	0	13	0.4	0.894427	0	2	-4.4	5.128353	-13	0	0	0	0	0	0	0.275229	0.990826	0	5	0	1	60	0	0	60	60	27.4	56.371979	0.4	0	128	4.8	4.969909	0	13	0.4	0.894427	0	2	-4.4	5.128353	-13	0	4.079772	0.500761	1	60	0	0	60	60	22.833333	51.646555	0.333333	0	128	4	4.857983	0	13	0.333333	0.816497	0	2	-3.666667	4.926121	-13	0
