Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	16198805	16199114	309	1	20.514286	5.245117	0.005714	60	0	0	60	60	2	9.801251	0.0625	0	0	1.3125	1.554131	0	4	7.1875	3.69339	3	11	5.875	3.841623	1	11	14.276527	3.517797	0	59.222222	4.041452	0	60	60	2.37037	10.659586	0.074074	0	0	1.444444	1.5525	0	4	3.148148	4.073401	0	11	1.703704	3.538957	-2	7	14.276527	3.517797	0	59.222222	4.041452	0	60	60	2.37037	10.659586	0.074074	0	0	1.444444	1.5525	0	4	3.148148	4.073401	0	11	1.703704	3.538957	-2	7	0	1	0.003226	0	0	0.535484	0.996774	0	14.276527	3.517797	0	59.222222	4.041452	0	60	60	2.37037	10.659586	0.074074	0	0	1.444444	1.5525	0	4	3.148148	4.073401	0	11	1.703704	3.538957	-2	7	28.051282	3.116352	0	60	0	0	60	60	1.666667	9.574271	0.030303	0	0	1	1.802776	0	3	1.909091	3.320049	0	5	0.909091	3.085892	-2	5
2	1	16516022	16516322	300	1	7.934286	0.471201	0.002857	60	0	0	60	60	9.125	18.372631	0.25	0	50	8.125	7.278883	1	18	2.875	2.642374	1	7	-5.25	4.949747	-13	0	6.281457	0.556078	0.013245	60	0	0	60	60	10.428571	19.440997	0.285714	0	50	9.142857	7.221001	2	18	3.142857	2.734262	1	7	-6	4.830459	-13	-1	6.281457	0.556078	0.013245	60	0	0	60	60	10.428571	19.440997	0.285714	0	50	9.142857	7.221001	2	18	3.142857	2.734262	1	7	-6	4.830459	-13	-1	0	0	0	1	0.003322	0.51495	0.996678	0	6.281457	0.556078	0.013245	60	0	0	60	60	10.428571	19.440997	0.285714	0	50	9.142857	7.221001	2	18	3.142857	2.734262	1	7	-6	4.830459	-13	-1	5.703704	0.457275	0.296296	51.428571	22.677868	0.142857	0	60	3.285714	8.693183	0.142857	0	23	15.428571	14.965039	3	46	5.142857	5.047394	1	15	-10.285714	10.094789	-31	-2
3	1	16690145	16690448	303	1	2.111429	0.315113	1	60	0	0	60	60	0	0	0	0	0	4	3.265986	0	8	3.5	4.434712	0	10	-0.5	1.914854	-2	2	2.593443	0.793864	1	60	0	0	60	60	220	440	0.25	0	880	3.75	2.061553	1	6	2	0	2	2	-1.75	2.061553	-4	1	2.593443	0.793864	1	60	0	0	60	60	220	440	0.25	0	880	3.75	2.061553	1	6	2	0	2	2	-1.75	2.061553	-4	1	0	1	0.003289	0	0	0.546053	0.996711	0	2.593443	0.793864	1	60	0	0	60	60	220	440	0.25	0	880	3.75	2.061553	1	6	2	0	2	2	-1.75	2.061553	-4	1	4.333333	0.472077	1	60	0	0	60	60	176	393.547964	0.2	0	880	7	7.483315	1	20	2.6	1.341641	2	5	-4.4	6.188699	-15	1
4	1	16961525	16961832	307	1	33.24	3.698462	0	60	0	0	60	60	132.613636	611.748779	0.068182	0	0	12.113636	13.163049	2	32	3.295455	6.410673	0	12	-8.818182	11.2131	-24	-1	44.928803	2.512588	0	58.909091	8.090398	0.018182	60	60	106.090909	548.515379	0.054545	0	0	12.690909	13.118933	1	32	2.2	5.595633	0	9	-10.490909	11.784913	-30	-1	44.928803	2.512588	0	58.909091	8.090398	0.018182	60	60	106.090909	548.515379	0.054545	0	0	12.690909	13.118933	1	32	2.2	5.595633	0	9	-10.490909	11.784913	-30	-1	2	0	0	6	0.019481	0.516234	0.996753	0	44.928803	2.512588	0	58.909091	8.090398	0.018182	60	60	106.090909	548.515379	0.054545	0	0	12.690909	13.118933	1	32	2.2	5.595633	0	9	-10.490909	11.784913	-30	-1	54.173789	3.23481	0	59.5	3.872983	0	60	60	96.7	525.676813	0.033333	0	0	12.216667	12.595522	2	30	1.366667	4.210426	0	1	-10.85	11.069618	-30	-1
5	1	18535704	18535836	132	1	3.208571	0.406869	1	60	0	0	60	60	3.5	7	0.25	0	14	2.75	2.061553	1	5	2.5	5	0	10	-0.25	3.774917	-4	5	4.962687	0.19024	1	60	0	0	60	60	7.4	10.620734	0.4	0	23	2.6	1.81659	1	5	2.2	4.38178	0	10	-0.4	3.286335	-4	5	4.962687	0.19024	1	60	0	0	60	60	7.4	10.620734	0.4	0	23	2.6	1.81659	1	5	2.2	4.38178	0	10	-0.4	3.286335	-4	5	0	0	0	0	0	0.37594	0.992481	0	4.962687	0.19024	1	60	0	0	60	60	7.4	10.620734	0.4	0	23	2.6	1.81659	1	5	2.2	4.38178	0	10	-0.4	3.286335	-4	5	5.894587	1.327834	0.566952	60	0	0	60	60	3.7	8.083591	0.2	0	14	1.5	1.715938	0	4	1.1	3.142893	0	1	-0.4	2.221111	-4	0
6	1	19692900	19693212	312	1	15.865714	2.867009	0.022857	60	0	0	60	60	3.619048	9.79018	0.142857	0	12	7.238095	4.999048	0	13	0.238095	0.436436	0	1	-7	5.138093	-13	0	17.818471	2.080376	0	60	0	0	60	60	4.5	13.358607	0.136364	0	12	7.363636	4.70608	0	13	0.136364	0.35125	0	1	-7.227273	4.699866	-13	0	17.818471	2.080376	0	60	0	0	60	60	4.5	13.358607	0.136364	0	12	7.363636	4.70608	0	13	0.136364	0.35125	0	1	-7.227273	4.699866	-13	0	1	0	0	0	0	0.517572	0.996805	0	17.818471	2.080376	0	60	0	0	60	60	4.5	13.358607	0.136364	0	12	7.363636	4.70608	0	13	0.136364	0.35125	0	1	-7.227273	4.699866	-13	0	21.834758	0.467259	0	60	0	0	60	60	4.913043	13.20094	0.173913	0	14	6.826087	4.914285	0	13	0.086957	0.288104	0	0	-6.73913	4.900996	-13	0
7	1	21051468	21051654	186	1	8	0	0	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.962766	0.18984	0	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.962766	0.18984	0	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57754	0.994652	0	7.962766	0.18984	0	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.917379	0.275702	0	60	0	0	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1	21497203	21497497	294	1	32.908571	0.28863	0	58.285714	10.141851	0.028571	60	60	0.171429	1.014185	0.028571	0	0	3.857143	2.060024	1	6	3.771429	0.942016	4	4	-0.085714	2.063284	-3	3	32.040541	2.134077	0.003378	60	0	0	60	60	0.176471	1.028992	0.029412	0	0	4.058824	1.90599	2	6	3.764706	0.95533	4	4	-0.294118	2.125308	-4	2	32.040541	2.134077	0.003378	60	0	0	60	60	0.176471	1.028992	0.029412	0	0	4.058824	1.90599	2	6	3.764706	0.95533	4	4	-0.294118	2.125308	-4	2	2	0	0	0	0	0.450847	0.99661	0	32.040541	2.134077	0.003378	60	0	0	60	60	0.176471	1.028992	0.029412	0	0	4.058824	1.90599	2	6	3.764706	0.95533	4	4	-0.294118	2.125308	-4	2	31	0	0	60	0	0	60	60	0.193548	1.077632	0.032258	0	0	4.225806	1.726455	2	6	3.741935	0.998924	4	4	-0.483871	1.964196	-4	2
9	1	24777023	24777246	223	1	44.048571	0.972655	0	60	0	0	60	60	0	0	0	0	0	0.531915	0.905324	0	2	0.12766	0.337318	0	1	-0.404255	0.970423	-2	0	42.248889	0.443516	0	60	0	0	60	60	0	0	0	0	0	0.543478	0.911812	0	2	0.130435	0.340503	0	1	-0.413043	0.979253	-2	0	42.248889	0.443516	0	60	0	0	60	60	0	0	0	0	0	0.543478	0.911812	0	2	0.130435	0.340503	0	1	-0.413043	0.979253	-2	0	2	0	0	0	0	0.46875	0.995536	0	42.248889	0.443516	0	60	0	0	60	60	0	0	0	0	0	0.543478	0.911812	0	2	0.130435	0.340503	0	1	-0.413043	0.979253	-2	0	41.851852	0.904428	0	60	0	0	60	60	0.777778	5.217492	0.022222	0	0	0.555556	0.918387	0	2	0.177778	0.441531	0	1	-0.377778	1.050733	-2	1
10	1	25165800	25166089	289	1	33.748571	1.84179	0	60	0	0	60	60	271.25641	783.232295	0.179487	0	1565	0.025641	0.160128	0	0	0	0	0	0	-0.025641	0.160128	0	0	20.972509	5.894995	0	60	0	0	60	60	120.59322	476.913211	0.118644	0	26	0.067797	0.253555	0	0	0	0	0	0	-0.067797	0.253555	0	0	20.972509	5.894995	0	60	0	0	60	60	120.59322	476.913211	0.118644	0	26	0.067797	0.253555	0	0	0	0	0	0	-0.067797	0.253555	0	0	1	0	0	0	0	0.593103	0.996552	0	20.972509	5.894995	0	60	0	0	60	60	120.59322	476.913211	0.118644	0	26	0.067797	0.253555	0	0	0	0	0	0	-0.067797	0.253555	0	0	30.390313	0.613018	0	60	0	0	60	60	1.40625	5.604488	0.0625	0	0	0.15625	0.447889	0	1	0	0	0	0	-0.15625	0.447889	-1	0
