Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	869441	870284	843	1	2	0	1	32.5	38.890873	0	5	60	1026	487.903679	1	681	1371	4	0	4	4	6	0	6	6	2	0	2	2	2	0	1	32.5	38.890873	0	5	60	1026	487.903679	1	681	1371	4	0	4	4	6	0	6	6	2	0	2	2	2	0	1	18.75	27.512119	0	4	60	513	655.92835	0.5	0	1371	2	2.309401	0	4	3	3.464102	0	6	1	1.154701	0	2	0	18	0.021327	33	0.0391	0.739336	0	0	0	0	0	5	1.414214	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1.414214	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	1598414	1598580	166	1	6.685714	0.511833	0	60	0	0	60	60	488.5	680.473785	0.75	0	1718	12.375	30.798597	0	88	11	11.759495	0	22	-1.375	27.851327	-66	22	6	0	0.778443	43.545455	23.500484	0.181818	0	60	355.272727	613.348529	0.545455	0	1244	8	26.532998	0	0	5.545455	8.52483	0	22	-2.454545	22.069724	0	6	6	0	0.778443	43.545455	23.500484	0.181818	0	60	355.272727	613.348529	0.545455	0	1244	8	26.532998	0	0	5.545455	8.52483	0	22	-2.454545	22.069724	0	6	0	7	0.041916	7	0.041916	0.54491	0.964072	0	6	0	0.778443	43.545455	23.500484	0.181818	0	60	355.272727	613.348529	0.545455	0	1244	8	26.532998	0	0	5.545455	8.52483	0	22	-2.454545	22.069724	0	6	4.50495	1.911597	0.662857	40.833333	24.296776	0.166667	0	60	0	0	0	0	0	0.833333	1.193416	0	3	4.25	2.598076	0	6	3.416667	2.274696	0	6
3	1	2911537	2911850	313	1	28.254286	1.892807	0	60	0	0	60	60	487.647059	919.68802	0.323529	0	2102	0.5	1.41956	0	3	2.088235	4.851539	0	4	1.588235	4.930533	0	4	7.32381	4.196211	0.488889	57.931034	11.14172	0.034483	60	60	571.724138	973.180753	0.37931	0	2258	0.724138	1.645265	0	4	1.896552	5.198522	0	14	1.172414	5.345686	-4	10	7.32381	4.196211	0.488889	57.931034	11.14172	0.034483	60	60	571.724138	973.180753	0.37931	0	2258	0.724138	1.645265	0	4	1.896552	5.198522	0	14	1.172414	5.345686	-4	10	0	1	0.003185	0	0	0.544586	1	0	7.32381	4.196211	0.488889	57.931034	11.14172	0.034483	60	60	571.724138	973.180753	0.37931	0	2258	0.724138	1.645265	0	4	1.896552	5.198522	0	14	1.172414	5.345686	-4	10	8.25641	0.933386	0.002849	60	0	0	60	60	473.047619	1083.316689	0.190476	0	2177	2.333333	5.825232	0	4	0	0	0	0	-2.333333	5.825232	-4	0
4	1	2919032	2919366	334	1	5.154286	0.36174	0.845714	53.25	19.091883	0	6	60	286.5	532.869054	0.25	0	1240	6.5	8.468429	0	18	0.375	0.517549	0	1	-6.125	8.236461	-17	1	4.229167	0.448394	0.988095	54	18	0	6	60	254.666667	507.519458	0.222222	0	1240	6	8.062258	0	18	0.333333	0.5	0	1	-5.666667	7.826238	-17	1	4.229167	0.448394	0.988095	54	18	0	6	60	254.666667	507.519458	0.222222	0	1240	6	8.062258	0	18	0.333333	0.5	0	1	-5.666667	7.826238	-17	1	0	0	0	0	0	0.58806	0.871642	0	4.229167	0.448394	0.988095	54	18	0	6	60	254.666667	507.519458	0.222222	0	1240	6	8.062258	0	18	0.333333	0.5	0	1	-5.666667	7.826238	-17	1	8.034188	1.206636	0.002849	60	0	0	60	60	80.583333	189.579659	0.166667	0	430	0.583333	0.900337	0	2	0.083333	0.288675	0	0	-0.5	1	-2	0
5	1	6065982	6066638	656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962963	0.19245	1	60	0	0	60	60	0	0	0	0	0	2	0	2	2	2	0	2	2	0	0	0	0	0	2	0.003044	64	0.097412	0.642314	0	0.86758	0.962963	0.19245	1	60	0	0	60	60	0	0	0	0	0	2	0	2	2	2	0	2	2	0	0	0	0	1.894587	0.325575	1	60	0	0	60	60	0	0	0	0	0	42	56.568542	2	82	7	7.071068	2	12	-35	49.497475	-70	0
6	1	7570072	7571526	1454	2	12.611429	0.488123	0	60	0	0	60	60	116.809524	314.199557	0.142857	0	421	4.47619	16.63015	0	2	0	0	0	0	-4.47619	16.63015	-2	0	12.296296	1.615271	0	60	0	0	60	60	106.652174	301.461834	0.130435	0	421	5.73913	17.370867	0	13	0	0	0	0	-5.73913	17.370867	-13	0	14.355769	1.501365	0	60	0	0	60	60	98.12	290.134498	0.12	0	421	8.32	21.834071	0	38	0	0	0	0	-8.32	21.834071	-38	0	0	0	0	3	0.002062	0.504467	0.134708	0	14.698006	0.459778	0	60	0	0	60	60	0	0	0	0	0	12.933333	27.376911	0	76	0	0	0	0	-12.933333	27.376911	-76	0	19.982906	0.320256	0	60	0	0	60	60	452.090909	833.789736	0.272727	0	1597	17.181818	29.889696	0	76	0	0	0	0	-17.181818	29.889696	-76	0
7	1	9595643	9597706	2063	2	6.911429	0.284531	0	60	0	0	60	60	99.25	280.721392	0.125	0	794	0.875	1.457738	0	4	0	0	0	0	-0.875	1.457738	-4	0	5.002849	0.053376	0.997151	60	0	0	60	60	132.333333	324.149143	0.166667	0	794	1	1.67332	0	4	0	0	0	0	-1	1.67332	-4	0	3.010169	1.662221	0.999516	60	0	0	60	60	79.4	251.084846	0.1	0	0	1	1.333333	0	2	0.4	1.264911	0	0	-0.6	1.577621	-4	0	0	0	0	9	0.00436	0.445736	0.900194	0.021802	1.609687	0.675123	1	60	0	0	60	60	0	0	0	0	0	1	0.816497	0	2	1	2	0	4	0	1.414214	-1	2	3	0	1	60	0	0	60	60	0	0	0	0	0	1	0.816497	0	2	1	2	0	4	0	1.414214	-1	2
8	1	10482481	10483779	1298	2	11.797143	0.573026	0.002857	60	0	0	60	60	113.714286	251.649765	0.285714	0	383	3.071429	3.689158	0	9	0.428571	0.646206	0	1	-2.642857	3.835204	-8	1	9.396011	1.033654	0	60	0	0	60	60	99.5	237.471121	0.25	0	383	2.8125	3.506542	0	9	0.5	0.632456	0	1	-2.3125	3.68273	-8	1	9.682308	0.700705	0	60	0	0	60	60	143.272727	367.442666	0.272727	0	383	2.227273	3.176278	0	8	0.545455	0.670982	0	1	-1.681818	3.357811	-8	1	0	0	0	7	0.005389	0.511932	0.705928	0	10.062678	0.348962	0	60	0	0	60	60	104	389.171281	0.133333	0	50	1.266667	2.313521	0	3	0.8	0.676123	0	2	-0.466667	2.294922	-2	1	12.74359	0.437274	0	60	0	0	60	60	97.5	376.8731	0.125	0	50	1.25	2.236068	0	3	0.8125	0.655108	0	2	-0.4375	2.220173	-2	1
9	1	11682894	11683189	295	1	18.774286	0.855068	0	60	0	0	60	60	212.136364	584.978412	0.409091	0	414	0.5	1.224745	0	2	1	1.511858	0	3	0.5	1.81921	-1	3	8.693603	0.848524	0	60	0	0	60	60	245.631579	624.938771	0.473684	0	515	0.578947	1.304513	0	4	1	1.527525	0	3	0.421053	1.86535	-2	3	8.693603	0.848524	0	60	0	0	60	60	245.631579	624.938771	0.473684	0	515	0.578947	1.304513	0	4	1	1.527525	0	3	0.421053	1.86535	-2	3	0	0	0	0	0	0.554054	0.135135	0	8.693603	0.848524	0	60	0	0	60	60	245.631579	624.938771	0.473684	0	515	0.578947	1.304513	0	4	1	1.527525	0	3	0.421053	1.86535	-2	3	7.319088	0.484804	0.002849	60	0	0	60	60	1.388889	5.892557	0.055556	0	0	0.444444	1.041618	0	2	0.277778	0.826442	0	2	-0.166667	1.339447	-2	1
10	1	19151770	19152035	265	1	6	0	0	60	0	0	60	60	442.7	830.941324	0.3	0	1549	45.85	1.182103	45	47	5.2	0.695852	5	5	-40.65	1.460894	-42	-40	9.11985	6.592934	0	60	0	0	60	60	870.023256	1041.811072	0.55814	0	2557	21.651163	22.861783	0	47	2.953488	2.17073	1	5	-18.697674	20.753124	-42	1	9.11985	6.592934	0	60	0	0	60	60	870.023256	1041.811072	0.55814	0	2557	21.651163	22.861783	0	47	2.953488	2.17073	1	5	-18.697674	20.753124	-42	1	0	0	0	1	0.003759	0.466165	0.492481	0.43985	9.11985	6.592934	0	60	0	0	60	60	870.023256	1041.811072	0.55814	0	2557	21.651163	22.861783	0	47	2.953488	2.17073	1	5	-18.697674	20.753124	-42	1	20.162393	2.999878	0	60	0	0	60	60	870.023256	1041.811072	0.55814	0	2557	21.651163	22.861783	0	47	2.953488	2.17073	1	5	-18.697674	20.753124	-42	1
