Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Insert	L_Insert_sd	L_Insert_10_percentile	L_Insert_90_percentile	L_Dis_unmap	L_Dis_map	L_Dis_all	L_Dis_unmap_ratio	L_Dis_map_ratio	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Insert	LM_Insert_sd	LM_Insert_10_percentile	LM_Insert_90_percentile	LM_Dis_unmap	LM_Dis_map	LM_Dis_all	LM_Dis_unmap_ratio	LM_Dis_map_ratio	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Insert	M_Insert_sd	M_Insert_10_percentile	M_Insert_90_percentile	M_Dis_unmap	M_Dis_map	M_Dis_all	M_Dis_unmap_ratio	M_Dis_map_ratio	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Insert	RM_Insert_sd	RM_Insert_10_percentile	RM_Insert_90_percentile	RM_Dis_unmap	RM_Dis_map	RM_Dis_all	RM_Dis_unmap_ratio	RM_Dis_map_ratio	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Insert	R_Insert_sd	R_Insert_10_percentile	R_Insert_90_percentile	R_Dis_unmap	R_Dis_map	R_Dis_all	R_Dis_unmap_ratio	R_Dis_map_ratio	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	145092949	145097090	4141	2	688.822857	86.231896	0	317.305361	72.758939	226	404	39	361	2574	0.015152	0.140249	51.726967	13.815568	0.012777	29	60	2.28581	11.136753	0.048083	0	0	0.154674	0.412082	0	1	0.209146	0.406767	0	1	0.054472	0.570368	-1	1	256.609687	26.309668	0	316.451341	69.647563	229	401	8	26	1305	0.00613	0.019923	54.600448	11.742034	0.001494	29	60	4.905153	16.10594	0.101568	0	7	0.135176	0.35067	0	1	0.002987	0.109312	0	0	-0.132188	0.351808	-1	0	247.573739	26.717007	0	319.052838	71.474158	231	407	35	100	10712	0.003267	0.009335	56.741403	9.786979	0.003688	37	60	1.425555	8.610658	0.033005	0	0	0.056882	0.319895	0	0	0.050613	0.282767	0	0	-0.006269	0.400485	0	0	2	8	0.001931	4	0.000966	0.411154	0.328827	0.016176	260.42735	36.741642	0	312.019395	74.449869	218	404	3	40	1289	0.002327	0.031032	54.43018	11.945233	0.002252	29	60	5.455706	16.163663	0.125375	0	23	0.004505	0.086561	0	0	0.157658	0.364557	0	1	0.153153	0.376584	0	1	744.122507	77.289137	0	313.198582	71.080609	224	398	59	380	2820	0.020922	0.134752	51.636698	14.151745	0.01749	29	60	2.339061	10.843356	0.053697	0	0	0.003682	0.074238	0	0	0.064744	0.246111	0	0	0.061062	0.255599	0	0
2	1	158867534	158870025	2491	2	216.551429	56.496737	0	303.178872	65.951508	228	384	19	83	833	0.022809	0.09964	44.648128	16.107815	0.017112	29	60	3.239572	12.220596	0.086631	0	1	0.012834	0.121755	0	0	0.894118	2.117157	0	6	0.881283	2.125058	0	6	13.375	24.301308	0.991429	292.552239	48.952755	241	363	1	5	67	0.014925	0.074627	32.041096	8.834023	0	29	37	33.356164	25.637088	0.821918	0	72	0.041096	0.199886	0	0	0	0	0	0	-0.041096	0.199886	0	0	64.018868	31.737196	0.98114	297.125926	81.875263	194	389	14	40	135	0.103704	0.296296	30.761905	12.224471	0.068783	23	37	19.835979	25.507187	0.47619	0	63	0.015873	0.125316	0	0	1.84127	1.998987	0	4	1.825397	2.017527	0	4	0	51	0.020465	7	0.002809	0.345506	0.216292	0.008828	73.022222	23.392393	0.874286	301.632353	104.904634	155	403	13	35	68	0.191176	0.514706	29.956897	13.919265	0.112069	0	37	11.327586	21.518759	0.258621	0	51	0	0	0	0	3	1.739565	0	4	3	1.739565	0	4	176.621083	47.6053	0	319.978756	76.434664	228	403	54	91	659	0.081942	0.138088	39.297264	17.580626	0.050995	23	60	1.04602	5.873649	0.029851	0	1	0.001244	0.035267	0	0	0.446517	1.24901	0	4	0.445274	1.248956	0	4
3	2	3885213	3885333	120	1	213.114286	26.611254	0	350.853007	96.462599	237	492	2	0	898	0.002227	0	52.172222	13.502865	0	29	60	3.703333	11.563136	0.116667	0	13	0.002222	0.047114	0	0	0	0	0	0	-0.002222	0.047114	0	0	16.4	33.817155	0.966942	368.370968	107.299631	237	510	1	1	124	0.008065	0.008065	32.769841	10.766736	0.007937	29	60	25.436508	18.727732	0.81746	0	48	0	0	0	0	0	0	0	0	0	0	0	0	16.4	33.817155	0.966942	368.370968	107.299631	237	510	1	1	124	0.008065	0.008065	32.769841	10.766736	0.007937	29	60	25.436508	18.727732	0.81746	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0.38843	0	0	0.446281	0	0	16.4	33.817155	0.966942	368.370968	107.299631	237	510	1	1	124	0.008065	0.008065	32.769841	10.766736	0.007937	29	60	25.436508	18.727732	0.81746	0	48	0	0	0	0	0	0	0	0	0	0	0	0	194.481481	19.812379	0	350.027431	102.331738	228	498	3	2	802	0.003741	0.002494	49.464684	14.880281	0.002478	29	60	4.018587	11.073784	0.142503	0	19	0.004957	0.086137	0	0	0.003717	0.078674	0	0	-0.001239	0.035202	0	0
4	2	40446947	40447073	126	1	235.322857	15.608435	0	332.863273	83.366122	235	448	1	1	1002	0.000998	0.000998	54.210159	12.231591	0.000996	29	60	1.944223	8.45461	0.059761	0	0	0.013944	0.154057	0	0	0.00996	0.147766	0	0	-0.003984	0.118077	0	0	126.875	16.252438	0	316.657825	77.667986	226	416	0	0	377	0	0	45.596817	15.614089	0	29	60	7.413793	14.550485	0.254642	0	34	0.660477	1.355192	0	3	0.106101	0.442899	0	0	-0.554377	1.230308	-3	0	126.875	16.252438	0	316.657825	77.667986	226	416	0	0	377	0	0	45.596817	15.614089	0	29	60	7.413793	14.550485	0.254642	0	34	0.660477	1.355192	0	3	0.106101	0.442899	0	0	-0.554377	1.230308	-3	0	1	0	0	0	0	0.267717	0	0.220472	126.875	16.252438	0	316.657825	77.667986	226	416	0	0	377	0	0	45.596817	15.614089	0	29	60	7.413793	14.550485	0.254642	0	34	0.660477	1.355192	0	3	0.106101	0.442899	0	0	-0.554377	1.230308	-3	0	234.849003	19.90628	0	330.538916	84.794671	237	447	0	3	1015	0	0.002956	52.375246	13.393473	0	29	60	1.649312	6.877621	0.062868	0	1	0.272102	0.789326	0	1	0.030452	0.226243	0	0	-0.24165	0.729053	-1	0
5	2	104186941	104187136	195	1	249.205714	13.880289	0	368.994511	121.85358	238	557	0	3	1093	0	0.002745	58.810219	5.984037	0	60	60	0.142336	2.079207	0.006387	0	0	0.00365	0.060329	0	0	0.004562	0.079824	0	0	0.000912	0.052334	0	0	64.153061	76.638994	0.387755	413.45082	128.449609	250	573	0	3	244	0	0.012295	56.866397	11.846682	0.008097	60	60	0.076923	1.08489	0.004049	0	0	0.008097	0.089801	0	0	0.012146	0.142046	0	0	0.004049	0.063628	0	0	64.153061	76.638994	0.387755	413.45082	128.449609	250	573	0	3	244	0	0.012295	56.866397	11.846682	0.008097	60	60	0.076923	1.08489	0.004049	0	0	0.008097	0.089801	0	0	0.012146	0.142046	0	0	0.004049	0.063628	0	0	0	3	0.015306	2	0.010204	0.336735	1	0	64.153061	76.638994	0.387755	413.45082	128.449609	250	573	0	3	244	0	0.012295	56.866397	11.846682	0.008097	60	60	0.076923	1.08489	0.004049	0	0	0.008097	0.089801	0	0	0.012146	0.142046	0	0	0.004049	0.063628	0	0	224.62963	68.599664	0.005698	385.286344	123.993498	247	569	2	2	908	0.002203	0.002203	59.115132	5.598231	0.002193	60	60	0.161184	2.498146	0.005482	0	0	0.002193	0.066227	0	0	0	0	0	0	-0.002193	0.066227	0	0
6	2	126443247	126451831	8584	2	206.837143	14.349877	0	316.5459	71.383445	225	405	16	96	817	0.019584	0.117503	53.947255	12.665049	0.016146	29	60	1.334769	8.499549	0.031216	0	0	0.001076	0.032809	0	0	0.001076	0.032809	0	0	0	0	0	0	115.982906	10.863556	0	321.916512	72.111918	226	416	1	13	539	0.001855	0.024119	57.265823	8.584398	0	60	60	2.083183	10.459391	0.048825	0	0	0.005425	0.073521	0	0	0.003617	0.060084	0	0	-0.001808	0.042524	0	0	122.189145	15.254604	0	318.165494	69.263277	235	403	15	49	10520	0.001426	0.004658	58.485261	6.833281	0.001323	60	60	0.346844	4.023245	0.010488	0	0	0.011338	0.14439	0	0	0.007181	0.109742	0	0	-0.004157	0.118981	0	0	1	5	0.000582	1	0.000116	0.33873	0.60862	0.011648	121.225071	9.546461	0	323.337278	72.918078	235	410	3	5	507	0.005917	0.009862	58.598058	7.155553	0.005825	60	60	0.013592	0.145656	0	0	0	0.007767	0.139265	0	0	0.005825	0.132196	0	0	-0.001942	0.044065	0	0	215.378917	26.688607	0	316.951422	72.551295	229	409	5	80	844	0.005924	0.094787	54.486545	11.663201	0.004306	29	60	1.766416	9.950216	0.037675	0	0	0.004306	0.065512	0	0	0.002153	0.046374	0	0	-0.002153	0.046374	0	0
7	2	130242245	130251408	9163	2	227.062857	29.757695	0	311.659598	78.885273	220	409	5	88	896	0.00558	0.098214	54.519717	11.463146	0.004044	29	60	1.876643	9.86041	0.041456	0	0	0.005056	0.08402	0	0	0.003033	0.071074	0	0	-0.002022	0.044947	0	0	114.91453	11.183079	0	317.520295	75.051224	228	408	0	2	542	0	0.00369	56.667279	9.575981	0	29	60	3.369485	13.137096	0.073529	0	0	0.007353	0.10486	0	0	0.001838	0.042875	0	0	-0.005515	0.0958	0	0	111.276268	14.754252	0	321.8341	73.023367	233	412	18	34	10223	0.001761	0.003326	58.474355	6.872911	0.001752	60	60	0.298102	3.648434	0.008564	0	0	0.008273	0.127225	0	0	0.012944	0.120539	0	0	0.004672	0.122342	0	0	1	9	0.000982	0	0	0.452204	0.518442	0	138.014245	6.67253	0	318.740741	72.119912	236	410	1	2	594	0.001684	0.003367	57.726968	8.311722	0.001675	60	60	0.241206	2.389598	0.0134	0	0	0.028476	0.24065	0	0	0.01675	0.172975	0	0	-0.011725	0.158209	0	0	247.917379	34.239685	0	314.844828	69.478049	225	401	10	95	986	0.010142	0.096349	54.714024	11.605313	0.008249	37	60	1.546288	8.793055	0.038497	0	0	0	0	0	0	0.000917	0.030275	0	0	0.000917	0.030275	0	0
8	2	215728762	215730831	2069	2	234.251429	22.88265	0	318.489955	68.539724	238	400	14	111	896	0.015625	0.123884	54.212537	12.223205	0.012733	37	60	1.53379	9.116677	0.033301	0	0	0.000979	0.031296	0	0	0.008815	0.093519	0	0	0.007835	0.088214	0	0	115.552707	12.400089	0	321.514235	67.506128	239	402	2	8	562	0.003559	0.014235	57.118881	8.888876	0	60	60	2.664336	11.897074	0.057692	0	0	0.001748	0.041812	0	0	0.015734	0.124554	0	0	0.013986	0.117535	0	0	123.598262	13.817579	0	322.001118	72.014351	239	411	7	23	2683	0.002609	0.008572	58.670107	6.424618	0.001843	60	60	0.711021	6.131049	0.016955	0	0	0.003686	0.066417	0	0	0.007003	0.095756	0	0	0.003317	0.092032	0	0	1	3	0.001449	1	0.000483	0.376328	0.753623	0	127.017094	10.265323	0	327.556962	69.373105	247	409	2	6	553	0.003617	0.01085	58.764706	6.388178	0.003565	60	60	0.130125	1.554659	0.00713	0	0	0.005348	0.094339	0	0	0.012478	0.111104	0	0	0.00713	0.103264	0	0	235.504274	25.284425	0	317.991333	69.466217	232	401	12	106	923	0.013001	0.114843	54.244957	11.98944	0.009606	29	60	1.652257	9.409903	0.041306	0	0	0.003842	0.075858	0	0	0.008646	0.092623	0	0	0.004803	0.092902	0	0
9	4	1086778	1086827	49	0	206.265714	24.995489	0	338.62809	77.812196	247	438	2	2	890	0.002247	0.002247	50.780761	14.437766	0.001119	29	60	3.074944	9.336438	0.111857	0	11	1.457494	8.406384	0	0	0.002237	0.047272	0	0	-1.455257	8.406505	0	0	2.588235	18.483697	0.980392	357.401515	65.56785	274	435	0	0	132	0	0	32.25	10.800322	0	29	29	20.416667	15.347895	0.734848	0	41	9.848485	19.961216	0	50	0	0	0	0	-9.848485	19.961216	-50	0	2.588235	18.483697	0.980392	357.401515	65.56785	274	435	0	0	132	0	0	32.25	10.800322	0	29	29	20.416667	15.347895	0.734848	0	41	9.848485	19.961216	0	50	0	0	0	0	-9.848485	19.961216	-50	0	0	9	0.18	5	0.1	0.66	0	0	2.588235	18.483697	0.980392	357.401515	65.56785	274	435	0	0	132	0	0	32.25	10.800322	0	29	29	20.416667	15.347895	0.734848	0	41	9.848485	19.961216	0	50	0	0	0	0	-9.848485	19.961216	-50	0	234.441595	42.667102	0.002849	325.356206	78.915498	225	428	4	4	991	0.004036	0.004036	46.052052	15.923455	0.004004	29	60	2.874875	9.502524	0.103103	0	6	1.376376	7.970291	0	0	0.522523	0.884765	0	2	-0.853854	8.09009	0	2
10	4	31338488	31338686	198	1	235.488571	30.548822	0	367.946146	121.336228	240	549	0	0	947	0	0	53.088701	13.084558	0	29	60	2.493136	8.689421	0.095037	0	2	0.118268	0.323096	0	1	0.004224	0.064888	0	0	-0.114044	0.318033	-1	0	10.634146	31.257332	0.924623	387.050725	121.304968	228	558	1	1	138	0.007246	0.007246	38.521429	16.184844	0.014286	29	60	16.321429	16.394537	0.628571	0	38	0.792857	0.406714	0	1	0.021429	0.145328	0	0	-0.771429	0.42142	-1	0	10.634146	31.257332	0.924623	387.050725	121.304968	228	558	1	1	138	0.007246	0.007246	38.521429	16.184844	0.014286	29	60	16.321429	16.394537	0.628571	0	38	0.792857	0.406714	0	1	0.021429	0.145328	0	0	-0.771429	0.42142	-1	0	0	22	0.110553	11	0.055276	0.296482	0	0	10.634146	31.257332	0.924623	387.050725	121.304968	228	558	1	1	138	0.007246	0.007246	38.521429	16.184844	0.014286	29	60	16.321429	16.394537	0.628571	0	38	0.792857	0.406714	0	1	0.021429	0.145328	0	0	-0.771429	0.42142	-1	0	229.612536	37.455776	0.005698	365.148734	121.086973	231	549	3	4	948	0.003165	0.004219	52.439791	13.707535	0.004188	29	60	3.403141	10.869812	0.104712	0	10	0.460733	0.843819	0	2	0	0	0	0	-0.460733	0.843819	-2	0
