Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Insert	L_Insert_sd	L_Insert_10_percentile	L_Insert_90_percentile	L_Dis_unmap	L_Dis_map	L_Dis_all	L_Dis_unmap_ratio	L_Dis_map_ratio	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Insert	LM_Insert_sd	LM_Insert_10_percentile	LM_Insert_90_percentile	LM_Dis_unmap	LM_Dis_map	LM_Dis_all	LM_Dis_unmap_ratio	LM_Dis_map_ratio	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Insert	M_Insert_sd	M_Insert_10_percentile	M_Insert_90_percentile	M_Dis_unmap	M_Dis_map	M_Dis_all	M_Dis_unmap_ratio	M_Dis_map_ratio	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Insert	RM_Insert_sd	RM_Insert_10_percentile	RM_Insert_90_percentile	RM_Dis_unmap	RM_Dis_map	RM_Dis_all	RM_Dis_unmap_ratio	RM_Dis_map_ratio	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Insert	R_Insert_sd	R_Insert_10_percentile	R_Insert_90_percentile	R_Dis_unmap	R_Dis_map	R_Dis_all	R_Dis_unmap_ratio	R_Dis_map_ratio	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	869441	870284	843	1	30.034286	9.387486	0	422.363636	149.135951	219	652	2	19	55	0.036364	0.345455	58.052632	8.960498	0.013158	60	60	45.368421	44.735919	0.631579	0	101	0.026316	0.229416	0	0	0.618421	0.610292	0	1	0.592105	0.545958	0	1	3.220217	1.908758	0.902857	743.777778	188.751012	419	1042	1	3	9	0.111111	0.333333	29.076923	24.544047	0	4	60	93	65.485367	0.769231	0	171	0	0	0	0	0	0	0	0	0	0	0	0	4.374459	3.433982	0.85545	584.45	230.805791	277	816	1	15	20	0.05	0.75	24.25	20.371373	0.138889	0	60	78.527778	76.742793	0.722222	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0.021327	33	0.0391	0.739336	0	0	7.090323	4.090483	0.748571	454.090909	176.562428	277	635	0	12	11	0	1.090909	21.521739	17.609062	0.217391	0	60	70.347826	82.684839	0.695652	0	186	0	0	0	0	0	0	0	0	0	0	0	0	40.111111	13.264848	0	438.860759	198.940703	231	689	2	19	79	0.025316	0.240506	50.31	18.922327	0.05	19	60	28.01	45.343469	0.47	0	88	0	0	0	0	0.01	0.1	0	0	0.01	0.1	0	0
2	1	1598414	1598580	166	1	49.171429	11.446113	0	445.862069	202.146592	178	752	0	6	145	0	0.041379	52.83871	15.905763	0.032258	27	60	64.63871	60.097095	0.703226	0	150	0.012903	0.160644	0	0	0	0	0	0	-0.012903	0.160644	0	0	7.789062	9.94287	0.736527	485.921875	174.76009	258	721	0	4	64	0	0.0625	33.072464	23.008514	0.130435	0	60	73.652174	55.007974	0.782609	0	153	0.028986	0.240772	0	0	0	0	0	0	-0.028986	0.240772	0	0	7.789062	9.94287	0.736527	485.921875	174.76009	258	721	0	4	64	0	0.0625	33.072464	23.008514	0.130435	0	60	73.652174	55.007974	0.782609	0	153	0.028986	0.240772	0	0	0	0	0	0	-0.028986	0.240772	0	0	0	7	0.041916	7	0.041916	0.54491	0.964072	0	7.789062	9.94287	0.736527	485.921875	174.76009	258	721	0	4	64	0	0.0625	33.072464	23.008514	0.130435	0	60	73.652174	55.007974	0.782609	0	153	0.028986	0.240772	0	0	0	0	0	0	-0.028986	0.240772	0	0	55.880342	9.64498	0	470.848	179.917322	269	721	0	3	125	0	0.024	49.875	18.009184	0.039062	16	60	51.289062	51.75657	0.679688	0	124	0.023438	0.265165	0	0	1.914062	2.626417	0	6	1.890625	2.656842	0	6
3	1	2911537	2911850	313	1	56.331429	9.058795	0	481.540741	204.70349	274	817	0	0	135	0	0	59.844444	1.22088	0	60	60	21.185185	33.466665	0.459259	0	68	0	0	0	0	0	0	0	0	0	0	0	0	17.75873	4.488366	0	490	200.39893	275	793	0	5	68	0	0.073529	53.219178	15.657131	0.068493	40	60	52.205479	60.474503	0.643836	0	145	0.09589	0.296479	0	0	0	0	0	0	-0.09589	0.296479	0	0	17.75873	4.488366	0	490	200.39893	275	793	0	5	68	0	0.073529	53.219178	15.657131	0.068493	40	60	52.205479	60.474503	0.643836	0	145	0.09589	0.296479	0	0	0	0	0	0	-0.09589	0.296479	0	0	0	1	0.003185	0	0	0.544586	1	0	17.75873	4.488366	0	490	200.39893	275	793	0	5	68	0	0.073529	53.219178	15.657131	0.068493	40	60	52.205479	60.474503	0.643836	0	145	0.09589	0.296479	0	0	0	0	0	0	-0.09589	0.296479	0	0	45.361823	8.861643	0	481.113043	201.206439	283	804	0	7	115	0	0.06087	57.385246	10.090046	0.02459	55	60	29.204918	44.962232	0.508197	0	85	0.057377	0.233521	0	0	0	0	0	0	-0.057377	0.233521	0	0
4	1	2919032	2919366	334	1	37.722857	2.880682	0	447.239583	162.484315	270	689	2	3	96	0.020833	0.03125	59.405941	5.970223	0.009901	60	60	33.90099	42.060553	0.514851	0	88	1.108911	4.083873	0	0	0.019802	0.199007	0	0	-1.089109	4.09414	0	0	21.098214	4.558659	0	435.956522	158.825509	209	689	1	0	69	0.014493	0	60	0	0	60	60	23.785714	33.169697	0.442857	0	79	0	0	0	0	0	0	0	0	0	0	0	0	21.098214	4.558659	0	435.956522	158.825509	209	689	1	0	69	0.014493	0	60	0	0	60	60	23.785714	33.169697	0.442857	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58806	0.871642	0	21.098214	4.558659	0	435.956522	158.825509	209	689	1	0	69	0.014493	0	60	0	0	60	60	23.785714	33.169697	0.442857	0	79	0	0	0	0	0	0	0	0	0	0	0	0	40.826211	8.642817	0	411.839623	178.467345	189	672	0	1	106	0	0.009434	60	0	0	60	60	32.5	37.726388	0.537037	0	91	0.240741	1.76079	0	0	0.296296	2.167126	0	0	0.055556	0.406336	0	0
5	1	6065982	6066638	656	1	44.882857	4.610377	0	431.438095	193.840484	195	724	2	6	105	0.019048	0.057143	53.955752	17.37475	0.070796	41	60	51.79646	54.708507	0.672566	0	124	0.39823	3.582048	0	0	0.061947	0.242133	0	0	-0.336283	3.597148	0	0	37.356125	25.327257	0	328.774194	229.357616	78	709	3	15	155	0.019355	0.096774	17.740331	22.532297	0.414365	0	60	116.977901	69.430137	0.839779	0	192	0.856354	5.037782	0	1	0.176796	0.56932	0	1	-0.679558	5.070292	-1	1	33.37538	21.233079	0.027356	371.658537	265.331116	85	724	4	34	246	0.01626	0.138211	15.416667	20.075853	0.37	0	59	119.666667	69.39829	0.833333	0	192	0.743333	3.961874	0	1	0.166667	0.744358	0	0	-0.576667	3.992148	-1	0	1	2	0.003044	64	0.097412	0.642314	0	0.86758	27.498575	13.543976	0.051282	426.842105	292.238676	137	769	1	20	114	0.008772	0.175439	11.896552	15.21089	0.331034	0	32	115.186207	70.314866	0.813793	0	189	1.110345	4.714218	0	2	0.17931	0.910349	0	0	-0.931034	4.75899	-2	0	44.270655	10.636767	0	451.603306	212.705762	196	749	2	14	121	0.016529	0.115702	40.278571	25.726863	0.15	0	60	64.535714	66.387072	0.685714	0	172	0.514286	0.917345	0	2	0.1	0.52697	0	0	-0.414286	0.913415	-2	0
6	1	7570072	7571526	1454	2	49.854286	8.300165	0	488.140351	341.746992	209	694	0	15	114	0	0.131579	59.037879	5.455448	0	60	60	30.393939	42.914927	0.5	0	89	0.007576	0.087039	0	0	0.007576	0.087039	0	0	0	0	0	0	28.675214	3.598799	0	526.975309	380.771748	235	763	4	14	81	0.049383	0.17284	56.401961	13.011997	0.039216	60	60	32.539216	47.987554	0.470588	0	93	0.009804	0.099015	0	0	0.009804	0.099015	0	0	0	0	0	0	26.635989	6.225934	0	476.167488	267.102368	259	654	4	14	203	0.019704	0.068966	58.361607	8.939184	0.017857	60	60	27.151786	39.055488	0.482143	0	77	0.004464	0.066815	0	0	0.004464	0.066815	0	0	0	0	0	0	1	0	0	3	0.002062	0.504467	0.134708	0	18.019943	4.229441	0	444.433962	139.650733	289	550	0	0	53	0	0	60	0	0	60	60	18.641509	27.000779	0.45283	0	65	0	0	0	0	0	0	0	0	0	0	0	0	48.988604	6.134668	0	404.651685	153.191213	204	621	0	15	89	0	0.168539	59.824074	1.828276	0	60	60	28.990741	37.293605	0.537037	0	81	0.018519	0.19245	0	0	0.009259	0.096225	0	0	-0.009259	0.215969	0	0
7	1	9595643	9597706	2063	2	63.288571	6.75351	0	405.45	134.666298	247	622	2	14	140	0.014286	0.1	59.320513	4.438813	0	60	60	26.50641	32.312885	0.512821	0	71	0.012821	0.112862	0	0	0.019231	0.178566	0	0	0.00641	0.212415	0	0	32.547009	2.40177	0	411.306122	157.731431	247	631	0	6	98	0	0.061224	57.085714	11.36553	0.028571	60	60	32	43.663706	0.514286	0	90	0	0	0	0	0.019048	0.19518	0	0	0.019048	0.19518	0	0	29.219855	7.176559	0	1002038.455	12516108.84	0	631	2	61	380	0.005263	0.160526	41.358209	26.769905	0.230277	0	60	37.08742	56.022916	0.454158	0	123	0.066098	0.323413	0	0	0.085288	0.51596	0	0	0.01919	0.508112	0	0	1	0	0	9	0.00436	0.445736	0.900194	0.021802	35.712251	6.639264	0	413.585714	160.271192	191	608	0	16	70	0	0.228571	53.011628	17.354094	0.069767	32	60	29.476744	40.883976	0.5	0	97	0.313953	0.655504	0	2	0.162791	0.55009	0	0	-0.151163	0.420572	-1	0	57.740741	6.784311	0	393.538462	151.023082	168	593	2	16	130	0.015385	0.123077	58.094595	9.402806	0.013514	60	60	33.972973	44.050828	0.540541	0	96	0.121622	0.367107	0	1	0	0	0	0	-0.121622	0.367107	-1	0
8	1	10482481	10483779	1298	2	58.908571	12.591109	0	1016495.396	11761833.24	215	591	2	18	134	0.014925	0.134328	58.60625	8.809013	0.01875	60	60	38.5875	41.340645	0.5875	0	93	0.14375	0.351938	0	1	0.01875	0.136067	0	0	-0.125	0.367723	-1	0	20.216524	5.471366	0	475.234375	285.975232	211	593	1	4	64	0.015625	0.0625	58.626667	8.468979	0.013333	60	60	28.52	34.218835	0.48	0	77	0	0	0	0	0.013333	0.11547	0	0	0.013333	0.11547	0	0	21.666923	5.45404	0	467.596386	254.307425	248	605	2	12	166	0.012048	0.072289	58.281915	9.448441	0.021277	60	60	37.734043	46.132378	0.585106	0	93	0.021277	0.17785	0	0	0.031915	0.204345	0	0	0.010638	0.102866	0	0	0	0	0	7	0.005389	0.511932	0.705928	0	23.253561	3.772999	0	470.409091	274.905633	257	607	1	8	66	0.015152	0.121212	57.272727	12.100061	0.038961	60	60	39.753247	49.786163	0.61039	0	95	0.051948	0.276067	0	0	0.051948	0.276067	0	0	0	0	0	0	41.467236	9.184984	0	463.56701	247.704709	226	675	0	15	97	0	0.154639	59.824561	1.873172	0	60	60	36.657895	44.08215	0.552632	0	95	0.035088	0.227718	0	0	0.035088	0.227718	0	0	0	0	0	0
9	1	11682894	11683189	295	1	58.528571	5.123465	0	438.325	191.778192	214	699	0	2	160	0	0.0125	59.91411	0.951923	0	60	60	37.766871	43.165854	0.595092	0	101	0	0	0	0	0	0	0	0	0	0	0	0	31.367003	3.414494	0	447.27957	186.895947	165	677	0	0	93	0	0	59.978723	0.206284	0	60	60	28.946809	41.059455	0.478723	0	108	0	0	0	0	0	0	0	0	0	0	0	0	31.367003	3.414494	0	447.27957	186.895947	165	677	0	0	93	0	0	59.978723	0.206284	0	60	60	28.946809	41.059455	0.478723	0	108	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.554054	0.135135	0	31.367003	3.414494	0	447.27957	186.895947	165	677	0	0	93	0	0	59.978723	0.206284	0	60	60	28.946809	41.059455	0.478723	0	108	0	0	0	0	0	0	0	0	0	0	0	0	53.695157	7.241622	0	483.071429	189.416698	275	751	1	2	140	0.007143	0.014286	59.216783	5.812977	0.006993	60	60	32.48951	43.57992	0.517483	0	99	0.013986	0.117845	0	0	0.020979	0.143818	0	0	0.006993	0.145181	0	0
10	1	19151770	19152035	265	1	54.94	4.036275	0	488.776978	209.118094	208	840	1	5	139	0.007194	0.035971	56.455172	10.712777	0.013793	47	60	29.648276	38.244922	0.565517	0	85	0	0	0	0	0	0	0	0	0	0	0	0	40.561798	21.914713	0.037453	479.792683	196.892697	249	730	0	3	82	0	0.036585	43.305882	23.091445	0.047059	1	60	43.211765	50.712094	0.623529	0	124	0	0	0	0	0	0	0	0	0	0	0	0	40.561798	21.914713	0.037453	479.792683	196.892697	249	730	0	3	82	0	0.036585	43.305882	23.091445	0.047059	1	60	43.211765	50.712094	0.623529	0	124	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.003759	0.466165	0.492481	0.43985	40.561798	21.914713	0.037453	479.792683	196.892697	249	730	0	3	82	0	0.036585	43.305882	23.091445	0.047059	1	60	43.211765	50.712094	0.623529	0	124	0	0	0	0	0	0	0	0	0	0	0	0	37.216524	16.866835	0.051282	502.855556	202.311283	255	840	0	0	90	0	0	42.755556	23.160559	0.011111	3	60	49.011111	57.593791	0.622222	0	151	0.033333	0.316228	0	0	0	0	0	0	-0.033333	0.316228	0	0
