Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Insert	L_Insert_sd	L_Insert_10_percentile	L_Insert_90_percentile	L_Dis_unmap	L_Dis_map	L_Dis_all	L_Dis_unmap_ratio	L_Dis_map_ratio	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Insert	LM_Insert_sd	LM_Insert_10_percentile	LM_Insert_90_percentile	LM_Dis_unmap	LM_Dis_map	LM_Dis_all	LM_Dis_unmap_ratio	LM_Dis_map_ratio	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Insert	M_Insert_sd	M_Insert_10_percentile	M_Insert_90_percentile	M_Dis_unmap	M_Dis_map	M_Dis_all	M_Dis_unmap_ratio	M_Dis_map_ratio	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Insert	RM_Insert_sd	RM_Insert_10_percentile	RM_Insert_90_percentile	RM_Dis_unmap	RM_Dis_map	RM_Dis_all	RM_Dis_unmap_ratio	RM_Dis_map_ratio	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Insert	R_Insert_sd	R_Insert_10_percentile	R_Insert_90_percentile	R_Dis_unmap	R_Dis_map	R_Dis_all	R_Dis_unmap_ratio	R_Dis_map_ratio	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	16198805	16199114	309	1	42.345714	5.839096	0	427.595238	168.612274	237	657	0	9	126	0	0.071429	57.477941	9.215902	0.007353	60	60	57.044118	59.243986	0.683824	0	139	0.147059	0.394957	0	1	0.007353	0.085749	0	0	-0.139706	0.388211	-1	0	43.11254	6.568022	0	413.939655	173.548705	215	655	1	8	116	0.008621	0.068966	53.555556	15.869243	0.055556	39	60	72.309524	63.844745	0.761905	0	177	0.087302	0.310351	0	0	0.015873	0.125483	0	0	-0.071429	0.287849	0	0	43.11254	6.568022	0	413.939655	173.548705	215	655	1	8	116	0.008621	0.068966	53.555556	15.869243	0.055556	39	60	72.309524	63.844745	0.761905	0	177	0.087302	0.310351	0	0	0.015873	0.125483	0	0	-0.071429	0.287849	0	0	1	1	0.003226	0	0	0.535484	0.996774	0	43.11254	6.568022	0	413.939655	173.548705	215	655	1	8	116	0.008621	0.068966	53.555556	15.869243	0.055556	39	60	72.309524	63.844745	0.761905	0	177	0.087302	0.310351	0	0	0.015873	0.125483	0	0	-0.071429	0.287849	0	0	59.655271	6.587279	0	415.049645	167.276218	197	646	3	8	141	0.021277	0.056738	58.071429	9.895604	0.025974	60	60	28.37013	36.400451	0.519481	0	78	0.006494	0.080582	0	0	0.006494	0.080582	0	0	0	0	0	0
2	1	16516022	16516322	300	1	48.065714	6.26618	0.002857	412.090164	149.777411	227	608	1	2	122	0.008197	0.016393	59.224	5.717635	0.008	60	60	21.32	32.119886	0.44	0	62	0.36	0.481932	0	1	0	0	0	0	-0.36	0.481932	-1	0	54.433775	2.924394	0	435.488372	158.233911	264	652	2	4	129	0.015504	0.031008	58.074074	9.685833	0.022222	60	60	43.703704	51.901755	0.585185	0	119	0.42963	0.718007	0	2	0.111111	0.31544	0	1	-0.318519	0.84334	-2	1	54.433775	2.924394	0	435.488372	158.233911	264	652	2	4	129	0.015504	0.031008	58.074074	9.685833	0.022222	60	60	43.703704	51.901755	0.585185	0	119	0.42963	0.718007	0	2	0.111111	0.31544	0	1	-0.318519	0.84334	-2	1	2	0	0	1	0.003322	0.51495	0.996678	0	54.433775	2.924394	0	435.488372	158.233911	264	652	2	4	129	0.015504	0.031008	58.074074	9.685833	0.022222	60	60	43.703704	51.901755	0.585185	0	119	0.42963	0.718007	0	2	0.111111	0.31544	0	1	-0.318519	0.84334	-2	1	51.39886	3.784238	0	448.476923	153.29286	264	658	1	1	130	0.007692	0.007692	59.25	4.388352	0	60	60	39.295455	50.751263	0.537879	0	109	0.272727	0.688963	0	2	0.113636	0.318578	0	1	-0.159091	0.799136	-2	1
3	1	16690145	16690448	303	1	49.005714	4.336157	0	433.31746	140.803957	247	618	1	2	126	0.007937	0.015873	59.511628	5.287243	0.007752	60	60	27.860465	36.280751	0.589147	0	80	0.007752	0.088045	0	0	0.015504	0.17609	0	0	0.007752	0.197489	0	0	45.278689	7.091347	0	423.725806	136.0054	259	611	0	3	124	0	0.024194	57.173228	9.507803	0.007874	51	60	49.653543	54.4998	0.685039	0	123	0.023622	0.15247	0	0	0.141732	0.372133	0	1	0.11811	0.410462	0	1	45.278689	7.091347	0	423.725806	136.0054	259	611	0	3	124	0	0.024194	57.173228	9.507803	0.007874	51	60	49.653543	54.4998	0.685039	0	123	0.023622	0.15247	0	0	0.141732	0.372133	0	1	0.11811	0.410462	0	1	1	1	0.003289	0	0	0.546053	0.996711	0	45.278689	7.091347	0	423.725806	136.0054	259	611	0	3	124	0	0.024194	57.173228	9.507803	0.007874	51	60	49.653543	54.4998	0.685039	0	123	0.023622	0.15247	0	0	0.141732	0.372133	0	1	0.11811	0.410462	0	1	55.293447	5.527793	0	430.753846	136.05192	274	601	0	5	130	0	0.038462	58.451852	8.258617	0.007407	60	60	33.644444	39.841002	0.57037	0	84	0	0	0	0	0.392593	0.490146	0	1	0.392593	0.490146	0	1
4	1	16961525	16961832	307	1	180.174286	19.316128	0	416.850932	151.193051	241	627	1	18	483	0.00207	0.037267	58.10099	8.572039	0.009901	60	60	50.342574	50.179711	0.659406	0	121	0.142574	0.421954	0	1	0.479208	1.951816	0	1	0.336634	1.922492	-1	1	192.789644	18.021031	0	429.397614	155.784856	235	634	1	15	503	0.001988	0.029821	58.683908	7.228761	0.007663	60	60	45.678161	51.194033	0.651341	0	116	0.151341	0.55251	0	0	0.017241	0.144275	0	0	-0.1341	0.568888	0	0	192.789644	18.021031	0	429.397614	155.784856	235	634	1	15	503	0.001988	0.029821	58.683908	7.228761	0.007663	60	60	45.678161	51.194033	0.651341	0	116	0.151341	0.55251	0	0	0.017241	0.144275	0	0	-0.1341	0.568888	0	0	2	0	0	6	0.019481	0.516234	0.996753	0	192.789644	18.021031	0	429.397614	155.784856	235	634	1	15	503	0.001988	0.029821	58.683908	7.228761	0.007663	60	60	45.678161	51.194033	0.651341	0	116	0.151341	0.55251	0	0	0.017241	0.144275	0	0	-0.1341	0.568888	0	0	220.407407	11.844799	0	436.896147	150.368616	250	629	1	11	597	0.001675	0.018425	59.180624	5.875368	0.006568	60	60	44.881773	49.603717	0.658456	0	122	0.246305	0.748962	0	1	0.018062	0.145103	0	0	-0.228243	0.729178	-1	0
5	1	18535704	18535836	132	1	46.694286	2.170583	0	442.212389	135.439592	244	630	1	3	113	0.00885	0.026549	59.059829	7.1899	0.008547	60	60	17.880342	26.065621	0.461538	0	61	0.008547	0.09245	0	0	0	0	0	0	-0.008547	0.09245	0	0	49.940299	3.692629	0	441.929577	139.352105	284	657	1	0	71	0.014085	0	60	0	0	60	60	12.638889	25.176171	0.319444	0	43	0	0	0	0	0	0	0	0	0	0	0	0	49.940299	3.692629	0	441.929577	139.352105	284	657	1	0	71	0.014085	0	60	0	0	60	60	12.638889	25.176171	0.319444	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.37594	0.992481	0	49.940299	3.692629	0	441.929577	139.352105	284	657	1	0	71	0.014085	0	60	0	0	60	60	12.638889	25.176171	0.319444	0	43	0	0	0	0	0	0	0	0	0	0	0	0	35.139601	3.732544	0	417.111111	151.257244	228	620	0	2	108	0	0.018519	56.3	12.499211	0.018182	47	60	46.327273	59.9783	0.581818	0	160	0.136364	0.458903	0	0	0.045455	0.283697	0	0	-0.090909	0.346555	0	0
6	1	19692900	19693212	312	1	56.885714	4.897057	0	406.493333	140.393634	215	590	1	3	150	0.006667	0.02	59.220779	6.815253	0.012987	60	60	22.746753	30.749581	0.512987	0	67	0.883117	2.515178	0	8	0	0	0	0	-0.883117	2.515178	-8	0	57.156051	4.633312	0	393.007246	137.427061	210	567	1	6	138	0.007246	0.043478	57.972414	10.113896	0.02069	60	60	26.627586	40.967457	0.496552	0	71	0.558621	2.034002	0	0	0.006897	0.083045	0	0	-0.551724	2.037602	0	0	57.156051	4.633312	0	393.007246	137.427061	210	567	1	6	138	0.007246	0.043478	57.972414	10.113896	0.02069	60	60	26.627586	40.967457	0.496552	0	71	0.558621	2.034002	0	0	0.006897	0.083045	0	0	-0.551724	2.037602	0	0	2	0	0	0	0	0.517572	0.996805	0	57.156051	4.633312	0	393.007246	137.427061	210	567	1	6	138	0.007246	0.043478	57.972414	10.113896	0.02069	60	60	26.627586	40.967457	0.496552	0	71	0.558621	2.034002	0	0	0.006897	0.083045	0	0	-0.551724	2.037602	0	0	58.754986	2.497387	0	383.071942	123.898196	199	522	0	2	139	0	0.014388	59.87234	1.126633	0	60	60	24.439716	32.252878	0.524823	0	67	0.007092	0.084215	0	0	0.007092	0.084215	0	0	0	0.119523	0	0
7	1	21051468	21051654	186	1	55.2	4.034237	0	426.688406	141.461238	247	592	2	3	138	0.014493	0.021739	58.867133	7.863481	0.013986	60	60	27.244755	35.865205	0.51049	0	80	0.013986	0.117845	0	0	0.013986	0.117845	0	0	0	0.118678	0	0	50.053191	3.100343	0	414.024096	135.524633	229	551	2	0	83	0.024096	0	60	0	0	60	60	21.905882	29.498436	0.482353	0	63	0.011765	0.108465	0	0	0	0	0	0	-0.011765	0.108465	0	0	50.053191	3.100343	0	414.024096	135.524633	229	551	2	0	83	0.024096	0	60	0	0	60	60	21.905882	29.498436	0.482353	0	63	0.011765	0.108465	0	0	0	0	0	0	-0.011765	0.108465	0	0	2	0	0	0	0	0.57754	0.994652	0	50.053191	3.100343	0	414.024096	135.524633	229	551	2	0	83	0.024096	0	60	0	0	60	60	21.905882	29.498436	0.482353	0	63	0.011765	0.108465	0	0	0	0	0	0	-0.011765	0.108465	0	0	57.039886	5.262656	0	425.104167	136.984697	259	592	1	1	144	0.006944	0.006944	59.452055	5.223399	0.006849	60	60	28.493151	40.632626	0.506849	0	82	0.013699	0.116637	0	0	0.006849	0.082761	0	0	-0.006849	0.082761	0	0
8	1	21497203	21497497	294	1	54.62	4.692389	0	444.939189	144.113109	296	647	0	2	148	0	0.013514	59.466667	5.530473	0.006667	60	60	23.72	34.884877	0.506667	0	80	0.006667	0.08165	0	0	0.32	1.113191	0	0	0.313333	1.118104	0	0	66.706081	6.167006	0	435.037037	139.965636	302	620	1	2	135	0.007407	0.014815	58.695652	8.781707	0.021739	60	60	27.34058	36.249439	0.521739	0	80	0.391304	0.532653	0	1	0.021739	0.18979	0	0	-0.369565	0.499285	-1	0	66.706081	6.167006	0	435.037037	139.965636	302	620	1	2	135	0.007407	0.014815	58.695652	8.781707	0.021739	60	60	27.34058	36.249439	0.521739	0	80	0.391304	0.532653	0	1	0.021739	0.18979	0	0	-0.369565	0.499285	-1	0	2	0	0	0	0	0.450847	0.99661	0	66.706081	6.167006	0	435.037037	139.965636	302	620	1	2	135	0.007407	0.014815	58.695652	8.781707	0.021739	60	60	27.34058	36.249439	0.521739	0	80	0.391304	0.532653	0	1	0.021739	0.18979	0	0	-0.369565	0.499285	-1	0	61.925926	9.386932	0	443.512658	127.488615	302	623	2	2	158	0.012658	0.012658	56.679012	8.857502	0.006173	47	60	21.12963	29.171189	0.450617	0	61	0.333333	0.510754	0	1	0.018519	0.175245	0	0	-0.314815	0.479029	-1	0
9	1	24777023	24777246	223	1	41.048571	4.786015	0	426.666667	137.485064	250	638	2	2	99	0.020202	0.020202	58.834951	8.319711	0.019417	60	60	16.805825	25.861645	0.407767	0	55	0	0	0	0	0	0	0	0	0	0	0	0	52.897778	3.809439	0	403.989899	129.171022	237	575	2	0	99	0.020202	0	60	0	0	60	60	19.475248	25.865651	0.475248	0	57	0	0	0	0	0	0	0	0	0	0	0	0	52.897778	3.809439	0	403.989899	129.171022	237	575	2	0	99	0.020202	0	60	0	0	60	60	19.475248	25.865651	0.475248	0	57	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.46875	0.995536	0	52.897778	3.809439	0	403.989899	129.171022	237	575	2	0	99	0.020202	0	60	0	0	60	60	19.475248	25.865651	0.475248	0	57	0	0	0	0	0	0	0	0	0	0	0	0	58.592593	5.846303	0	408.313725	137.887849	237	598	2	1	153	0.013072	0.006536	59.525641	4.925835	0.00641	60	60	21.974359	29.16028	0.480769	0	65	0	0	0	0	0	0	0	0	0	0	0	0
10	1	25165800	25166089	289	1	58.734286	4.736703	0	452.5	150.844351	297	593	3	6	138	0.021739	0.043478	58.108844	9.364849	0.020408	60	60	16.591837	23.900982	0.414966	0	50	0	0	0	0	0.006803	0.082479	0	0	0.006803	0.082479	0	0	51.560137	5.591156	0	459.377953	168.299333	296	693	1	7	127	0.007874	0.055118	55.42963	12.759276	0.02963	49	60	31.918519	38.565132	0.548148	0	88	0	0	0	0	0.014815	0.121261	0	0	0.014815	0.121261	0	0	51.560137	5.591156	0	459.377953	168.299333	296	693	1	7	127	0.007874	0.055118	55.42963	12.759276	0.02963	49	60	31.918519	38.565132	0.548148	0	88	0	0	0	0	0.014815	0.121261	0	0	0.014815	0.121261	0	0	2	0	0	0	0	0.593103	0.996552	0	51.560137	5.591156	0	459.377953	168.299333	296	693	1	7	127	0.007874	0.055118	55.42963	12.759276	0.02963	49	60	31.918519	38.565132	0.548148	0	88	0	0	0	0	0.014815	0.121261	0	0	0.014815	0.121261	0	0	52.917379	2.500631	0	450.057143	166.453302	201	691	0	1	140	0	0.007143	59.659574	3.38237	0	60	60	25.042553	34.058327	0.51773	0	78	0	0	0	0	0	0	0	0	0	0	0	0
