Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	145092949	145097090	4141	2	44.457143	5.768916	0	57.626908	505.594182	-95.15054	124.25926	-16.945599	98.402872	-114.94819	81.20442	-74.572507	548.072458	-206.946045	127.465225	16.74359	1.611497	0	77.466832	725.828108	-151.23615	3.48468	-23.298758	117.887091	-114.94819	81.20442	-100.76559	778.764734	-84.39116	177.973815	21.906107	3.931588	0	12.138709	327.354532	-79.383145	16.571065	-6.707102	82.912292	-81.58497	77.45609	-18.845811	358.6775	-66.765355	116.935905	2	8	0.001931	4	0.000966	0.411154	0.328827	0.016176	28.415954	2.012298	0	74.793429	607.422763	-90.586995	59.23371	-20.425447	125.63606	-136.06664	110.59311	-95.218876	656.580342	-234.32362	178.265495	48.11396	3.387979	0	45.042437	466.706874	-86.64794	56.26601	-11.004715	119.310248	-119.18145	110.59311	-56.047152	513.539013	-107.32653	178.265495
2	1	158867534	158870025	2491	2	13.437143	3.045085	0.005714	204.211254	733.358816	-72.49696	162.664745	-34.764156	88.171604	-165.51828	38.44702	-238.97541	794.267214	-183.448815	45.201485	0.025641	0.243599	1	555.35753	1147.806558	-99.86617	2683.25207	-88.270596	115.550933	-281.85402	17.64411	-643.628126	1226.617859	-2965.10609	4.644995	0.449258	1.327997	0.983554	242.8662	778.954087	-63.814735	171.793715	-69.746322	98.841853	-224.64064	-0.70901	-312.612523	833.256038	-280.09888	4.62542	0	51	0.020465	7	0.002809	0.345506	0.216292	0.008828	1.811966	3.047055	0.883191	375.39432	935.944095	-63.814735	2470.29598	-79.829265	103.116207	-224.64064	-14.11052	-455.223585	1000.44979	-2635.81426	-5.870055	16.811966	1.786929	0	72.160246	413.464179	-14.83951	51.085055	-12.856332	57.0313	-55.35801	21.23554	-85.016578	450.70126	-69.74871	25.14676
3	2	3885213	3885333	120	1	31.571429	3.289174	0	69.017104	118.941565	-33.76673	148.576815	9.204207	139.047442	-125.24673	193.60142	-59.812897	222.757984	-289.112615	202.9917	5.663934	3.961823	0.57377	68.190433	116.959095	-4.538215	148.576815	-5.188458	111.046653	-111.88378	119.88459	-73.378891	196.359219	-289.112615	88.77939	5.663934	3.961823	0.57377	68.190433	116.959095	-4.538215	148.576815	-5.188458	111.046653	-111.88378	119.88459	-73.378891	196.359219	-289.112615	88.77939	0	47	0.38843	0	0	0.446281	0	0	5.663934	3.961823	0.57377	68.190433	116.959095	-4.538215	148.576815	-5.188458	111.046653	-111.88378	119.88459	-73.378891	196.359219	-289.112615	88.77939	27.85755	2.971713	0	72.127863	121.405647	-33.068025	148.576815	-4.461377	117.050818	-111.88378	119.88459	-76.58924	205.307582	-289.112615	91.639155
4	2	40446947	40447073	126	1	30.382857	3.509585	0	65.898973	134.376226	-44.87955	197.556575	0.81335	100.588064	-85.1802	107.91647	-65.085624	161.665424	-271.382025	115.031235	14.359375	3.011093	0	81.642486	138.748521	-44.87955	197.556575	6.275935	109.557749	-85.1802	128.51697	-75.366551	172.543737	-271.382025	118.881865	14.359375	3.011093	0	81.642486	138.748521	-44.87955	197.556575	6.275935	109.557749	-85.1802	128.51697	-75.366551	172.543737	-271.382025	118.881865	1	0	0	0	0	0.267717	0	0.220472	14.359375	3.011093	0	81.642486	138.748521	-44.87955	197.556575	6.275935	109.557749	-85.1802	128.51697	-75.366551	172.543737	-271.382025	118.881865	28.960114	2.183995	0	62.920005	142.006099	-112.03042	197.556575	31.140076	131.792388	-85.1802	207.31483	-31.77993	211.22645	-271.382025	241.89622
5	2	104186941	104187136	195	1	17.497143	1.591072	0	90.308119	110.838825	-47.993365	213.940935	-25.437434	103.220958	-175.16505	75.74898	-115.745553	163.143496	-321.5935	79.23963	6.664975	2.699101	0.375635	125.694618	117.322204	-51.234935	235.66884	-32.666529	125.392858	-214.143	187.44414	-158.361147	182.367478	-349.50108	79.26879	6.664975	2.699101	0.375635	125.694618	117.322204	-51.234935	235.66884	-32.666529	125.392858	-214.143	187.44414	-158.361147	182.367478	-349.50108	79.26879	0	3	0.015306	2	0.010204	0.336735	1	0	6.664975	2.699101	0.375635	125.694618	117.322204	-51.234935	235.66884	-32.666529	125.392858	-214.143	187.44414	-158.361147	182.367478	-349.50108	79.26879	12.957265	3.355319	0.048433	114.502539	127.780544	-82.814845	235.66884	-11.342078	123.411136	-175.16505	187.44414	-125.844617	199.88359	-349.50108	231.187515
6	2	126443247	126451831	8584	2	8.188571	0.744713	0.002857	-40.443597	46.856787	-91.87933	28.746045	85.501918	113.25366	-34.45191	251.70287	125.945514	142.06006	-46.824765	304.803415	4.934473	0.861051	0.717949	-37.28789	51.19566	-98.390115	28.746045	61.028983	117.156382	-56.57264	200.78189	98.316874	148.539554	-48.850095	299.172005	10.314116	3.002655	0.08048	-3.440134	43.926113	-43.9197	28.746045	6.683227	72.138482	-49.03916	70.88671	10.12336	98.025019	-48.850095	100.56693	1	5	0.000582	1	0.000116	0.33873	0.60862	0.011648	11.330484	0.95568	0	-21.970644	61.63249	-120.3211	62.82369	-33.899479	143.551481	-155.62934	141.5848	-11.928835	148.565458	-218.45303	229.98618	18.245014	1.911565	0	-28.175154	62.966456	-120.3211	62.82369	-8.828424	127.198126	-117.08766	141.5848	19.34673	149.277976	-150.32347	229.98618
7	2	130242245	130251408	9163	2	7.8	1.335004	0.008571	-21.811137	45.203665	-87.068025	10.163035	-23.156695	75.027656	-179.41205	58.45533	-1.345558	58.501059	-49.390625	59.738485	7.723647	0.705476	0.005698	-13.792459	44.543995	-76.25274	14.34974	-27.278984	69.823907	-99.15625	2.6276	-13.486525	69.20307	-107.481205	17.47697	9.674959	7.805489	0.350682	-7.343805	32.927586	-35.149985	9.656675	0.060181	68.206199	-36.85141	21.38614	7.403986	86.324638	-23.27771	32.96945	1	9	0.000982	0	0	0.452204	0.518442	0	6.37037	0.658682	0.076923	-79.342097	83.560232	-236.448185	-4.61564	80.210331	251.170298	-149.70608	667.75191	159.552428	317.550542	-130.22936	904.200095	8.079772	1.057985	0	-35.600887	91.659763	-179.203965	4.92368	74.03892	189.961043	-102.38511	175.20757	109.639807	256.449896	-130.22936	220.92722
8	2	215728762	215730831	2069	2	24.708571	1.328845	0	118.178468	498.741152	-42.25108	144.893705	-21.476553	98.41802	-122.16722	24.74811	-139.655021	525.673739	-238.096335	69.171085	21.581197	1.82947	0	130.600256	524.74576	-42.25108	112.414555	-27.600563	79.430104	-122.16722	24.65334	-158.200819	551.792499	-238.102475	51.103545	15.489136	3.640321	0	98.310785	452.950787	-42.25108	111.186925	-20.984863	71.095372	-117.35095	24.24173	-119.295648	478.207533	-226.57016	51.103545	1	3	0.001449	1	0.000483	0.376328	0.753623	0	10.390313	2.445712	0	339.411591	847.630892	-114.827455	2114.49231	-43.832597	101.139182	-132.17629	72.41639	-383.244188	883.815052	-2089.83897	104.202255	11.920228	0.894054	0	421.175746	905.064955	-114.827455	2114.49231	-27.314651	103.354102	-117.35095	72.41639	-448.490397	952.900888	-2089.83897	104.202255
9	4	1086778	1086827	49	0	14.785714	1.743534	0	42.683312	109.354068	-27.01261	249.658885	94.718106	155.840329	-42.87308	397.39032	52.034794	180.955894	-161.519585	405.36444	5.54902	2.45205	0.529412	60.105746	117.571129	-22.035065	249.658885	120.132006	167.003811	-42.87308	397.39032	60.02626	204.18469	-161.519585	405.36444	5.54902	2.45205	0.529412	60.105746	117.571129	-22.035065	249.658885	120.132006	167.003811	-42.87308	397.39032	60.02626	204.18469	-161.519585	405.36444	0	9	0.18	5	0.1	0.66	0	0	5.54902	2.45205	0.529412	60.105746	117.571129	-22.035065	249.658885	120.132006	167.003811	-42.87308	397.39032	60.02626	204.18469	-161.519585	405.36444	15.655271	2.009469	0.008547	48.747365	109.929285	-22.035065	249.658885	99.750166	158.746924	-42.87308	397.39032	51.002801	186.69607	-161.519585	405.36444
10	4	31338488	31338686	198	1	17.388571	1.903965	0	106.826898	170.674746	-62.03982	212.5652	-14.782203	96.441708	-119.62304	90.31092	-121.609101	201.417014	-416.5324	90.129025	2.255	2.052079	0.93	160.980513	155.950996	-1.58832	256.21148	-14.406297	111.241461	-203.9672	91.40884	-175.38681	200.844936	-423.069935	90.129025	2.255	2.052079	0.93	160.980513	155.950996	-1.58832	256.21148	-14.406297	111.241461	-203.9672	91.40884	-175.38681	200.844936	-423.069935	90.129025	0	22	0.110553	11	0.055276	0.296482	0	0	2.255	2.052079	0.93	160.980513	155.950996	-1.58832	256.21148	-14.406297	111.241461	-203.9672	91.40884	-175.38681	200.844936	-423.069935	90.129025	22.247863	4.864283	0.002849	82.843064	160.976684	-39.359365	197.22641	-19.658889	88.90274	-89.22544	86.73415	-102.501954	193.274412	-314.86276	68.155125
