Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	5383114	5383501	387	1	13.942857	0.867855	0	-41.959214	63.078876	-130.69152	54.584225	-64.593678	112.266794	-200.75762	70.61929	-22.634464	125.318446	-207.307575	144.677535	13.017094	0.778088	0	-45.025754	63.383962	-130.69152	54.584225	-31.963944	151.678261	-200.75762	167.87878	13.06181	166.937105	-207.307575	241.01151	13.059126	0.792426	0	-45.025754	63.383962	-130.69152	54.584225	-31.963944	151.678261	-200.75762	167.87878	13.06181	166.937105	-207.307575	241.01151	1	0	0	0	0	0.337629	0.997423	0	12.994302	0.789192	0	-45.025754	63.383962	-130.69152	54.584225	-31.963944	151.678261	-200.75762	167.87878	13.06181	166.937105	-207.307575	241.01151	13.849003	0.905534	0	-36.889486	64.259471	-130.69152	54.584225	-41.824659	147.776167	-200.75762	167.87878	-4.935173	162.0018	-207.307575	241.01151
2	1	17665799	17666099	300	1	20.551429	1.265108	0	-37.02417	76.961769	-138.6986	90.128745	-48.757047	141.887977	-180.30419	95.81627	-11.732877	175.317838	-263.455105	229.90589	21.274834	1.117943	0	-37.875747	77.936889	-138.6986	90.128745	-48.407134	145.098935	-180.30419	95.81627	-10.531387	179.389545	-263.455105	229.90589	21.274834	1.117943	0	-37.875747	77.936889	-138.6986	90.128745	-48.407134	145.098935	-180.30419	95.81627	-10.531387	179.389545	-263.455105	229.90589	2	0	0	0	0	0.468439	0.996678	0	21.274834	1.117943	0	-37.875747	77.936889	-138.6986	90.128745	-48.407134	145.098935	-180.30419	95.81627	-10.531387	179.389545	-263.455105	229.90589	21.307692	0.892459	0	-36.934706	78.218685	-138.6986	90.128745	-49.577749	144.754019	-180.30419	95.81627	-12.643043	179.161961	-263.455105	229.90589
3	1	20157545	20158816	1271	2	29.622857	1.416458	0	-28.7901	80.903883	-104.382815	57.735095	82.369409	298.047098	-94.50014	332.54483	111.159509	361.063583	-153.738955	526.76127	25.150997	2.201945	0	-27.509027	83.548506	-104.382815	57.735095	93.779943	302.49242	-65.13469	332.54483	121.28897	368.927418	-112.17547	526.76127	18.524745	4.440157	0	-19.426872	82.665409	-104.382815	76.83995	65.136216	279.487306	-94.50014	332.54483	84.563088	345.506888	-153.738955	526.76127	2	0	0	0	0	0.389937	0.999214	0	17.076923	1.308132	0	-48.472401	95.43307	-171.497295	38.06105	111.448938	370.390306	-248.14539	482.45522	159.921338	447.86677	-170.332755	586.59149	14.541311	0.850464	0	-17.769142	70.504545	-91.521405	11.827895	40.92825	247.111726	-65.13469	133.87123	58.697392	302.252454	-33.05404	232.695035
4	1	22805928	22806113	185	1	18.834286	1.540651	0	-45.007442	65.6405	-102.6298	25.85012	27.792319	140.286371	-102.84875	301.8028	72.79976	184.548726	-68.96147	385.64215	21.625668	1.261073	0	-38.547946	64.539391	-102.6298	25.85012	26.841402	133.963821	-102.84875	301.8028	65.389347	178.662281	-68.96147	385.64215	21.625668	1.261073	0	-38.547946	64.539391	-102.6298	25.85012	26.841402	133.963821	-102.84875	301.8028	65.389347	178.662281	-68.96147	385.64215	2	0	0	0	0	0.268817	0.994624	0	21.625668	1.261073	0	-38.547946	64.539391	-102.6298	25.85012	26.841402	133.963821	-102.84875	301.8028	65.389347	178.662281	-68.96147	385.64215	23.094017	1.399895	0	-32.782687	64.093451	-102.6298	23.533125	38.47301	165.279742	-64.01586	301.8028	71.255697	215.201546	-54.954945	385.64215
5	1	33861079	33861338	259	1	15.277143	1.206616	0	-2.851888	137.121591	-164.839955	240.89835	16.263201	159.628563	-162.42693	240.8463	19.115089	240.723523	-357.24241	364.420085	17.310345	1.716282	0	-26.877827	147.7875	-164.839955	130.223755	5.392035	154.146746	-162.42693	199.58013	32.269862	228.546462	-292.650685	310.15335	17.310345	1.716282	0	-26.877827	147.7875	-164.839955	130.223755	5.392035	154.146746	-162.42693	199.58013	32.269862	228.546462	-292.650685	310.15335	1	0	0	0	0	0.338462	0.996154	0.003846	17.310345	1.716282	0	-26.877827	147.7875	-164.839955	130.223755	5.392035	154.146746	-162.42693	199.58013	32.269862	228.546462	-292.650685	310.15335	20.564103	1.371451	0	-36.370462	151.078511	-164.839955	130.223755	9.263716	158.403794	-162.42693	199.58013	45.634178	236.263188	-292.650685	315.04666
6	1	33970070	33970783	713	1	26.5	1.272927	0	-31.338038	106.593384	-121.94813	39.988605	37.452132	251.029672	-122.02178	353.32428	68.79017	336.422224	-111.672635	442.84126	27.925926	2.65334	0	-12.58423	76.465889	-89.51698	20.82546	19.55699	174.636279	-71.68403	124.76549	32.14122	235.584158	-40.45902	190.438205	30.195804	3.063426	0	-11.835987	72.826064	-86.309925	14.842495	18.617011	166.291145	-60.36556	122.94759	30.452998	224.305475	-32.94136	185.372655	2	1	0.001401	0	0	0.397759	0.998599	0	32.387464	1.386985	0	-12.780818	82.128525	-92.99226	39.988605	21.888135	188.387674	-78.19557	197.36512	34.668953	254.023026	-83.60501	294.87104	29.168091	1.686147	0	-8.637523	69.362858	-76.28017	15.41533	17.243331	158.104062	-43.06691	84.98577	25.880854	214.337687	-18.89868	147.49462
7	1	39270995	39272310	1315	2	32.36	1.671127	0	5.646641	107.153767	-113.29079	83.195	-24.531384	89.436555	-113.79683	93.86504	-30.178026	178.476305	-162.000235	159.96868	31.598291	1.930477	0	-1.508336	97.781141	-113.29079	55.4828	-17.461747	87.253696	-104.35247	93.86504	-15.953411	166.892906	-155.965	159.96868	24.482156	6.239449	0	-3.654161	76.865172	-81.80655	47.71231	-2.354484	78.579908	-72.77	97.41139	1.299678	139.465877	-109.0436	118.421475	2	0	0	0	0	0.358663	0.99924	0	18.250712	1.50422	0	-14.61545	87.346314	-113.29079	11.981635	6.08812	89.793251	-92.21583	114.57231	20.70357	157.475125	-96.466615	159.96868	15.185185	2.722899	0	-2.093504	62.01454	-36.63555	12.656675	-0.857049	63.820008	-46.0044	19.40933	1.236455	112.089628	-29.668485	63.37073
8	1	39636934	39637305	371	1	15.231429	2.222736	0	-38.867339	71.244456	-122.324525	37.80765	-3.365203	110.66136	-162.44371	125.42915	35.502136	134.438709	-207.783475	189.634705	14.356125	3.497135	0	-18.906005	67.889816	-94.876675	40.71054	-33.135284	78.991574	-113.00435	107.04111	-14.229279	118.067493	-131.16933	168.981495	14.946381	4.146163	0	-18.868543	66.666781	-94.876675	40.71054	-32.621461	77.617523	-113.00435	107.04111	-13.752918	115.968353	-131.16933	168.981495	1	1	0.002688	0	0	0.344086	0.997312	0	15.079772	4.237845	0	-18.868543	66.666781	-94.876675	40.71054	-32.621461	77.617523	-113.00435	107.04111	-13.752918	115.968353	-131.16933	168.981495	25.623932	1.64087	0	-12.61891	49.001658	-75.346755	29.239685	-17.415733	58.15202	-80.02091	31.96133	-4.796823	85.145115	-98.1047	118.415485
9	1	43872594	43872809	215	1	20.611429	0.932007	0	-64.938155	73.856461	-188.45272	-1.64473	-28.105039	199.860772	-241.57069	100.24955	36.833115	204.6392	-151.119675	194.705475	22.308756	1.284367	0	-64.307203	67.89111	-166.1991	-1.64473	-48.550142	200.187005	-317.98002	89.26769	15.757061	194.944555	-176.984275	156.128105	22.308756	1.284367	0	-64.307203	67.89111	-166.1991	-1.64473	-48.550142	200.187005	-317.98002	89.26769	15.757061	194.944555	-176.984275	156.128105	2	0	0	0	0	0.421296	1	0	22.308756	1.284367	0	-64.307203	67.89111	-166.1991	-1.64473	-48.550142	200.187005	-317.98002	89.26769	15.757061	194.944555	-176.984275	156.128105	22.680912	1.874843	0	-45.014197	64.98672	-122.182285	6.542525	-35.11365	169.568492	-241.57069	77.9496	9.900548	164.089205	-151.119675	127.8038
10	1	46705124	46705232	108	1	20.074286	1.47381	0	0.414956	60.507117	-41.55536	39.29156	28.976191	117.649458	-27.66187	59.78048	28.561235	129.534478	-36.95978	86.053805	21.072727	1.194092	0	3.571387	97.329767	-72.04502	90.551485	68.113872	185.44374	-92.05594	417.92429	64.542486	204.751706	-72.74056	328.273945	21.072727	1.194092	0	3.571387	97.329767	-72.04502	90.551485	68.113872	185.44374	-92.05594	417.92429	64.542486	204.751706	-72.74056	328.273945	2	0	0	0	0	0.275229	0.990826	0	21.072727	1.194092	0	3.571387	97.329767	-72.04502	90.551485	68.113872	185.44374	-92.05594	417.92429	64.542486	204.751706	-72.74056	328.273945	20.903134	1.219727	0	38.932724	150.210766	-51.09435	333.106845	52.683168	154.014519	-73.8059	222.35996	13.750444	204.090294	-230.66273	153.56432
11	1	56373483	56373877	394	1	20.342857	1.437182	0	-16.130788	120.656813	-88.262915	39.86351	-20.433832	122.915364	-107.94944	105.88269	-4.303044	194.515662	-93.46608	194.145605	18.883191	1.159077	0	-13.904503	134.56349	-88.37286	39.86351	-11.943121	133.764467	-213.649	105.88269	1.961383	214.614263	-94.29337	194.145605	18.871212	1.158821	0	-14.228153	131.164652	-88.262915	39.86351	-11.172018	130.425353	-79.14957	105.88269	3.056135	209.240259	-89.763665	194.145605	2	0	0	0	0	0.458228	0.997468	0	18.840456	1.152718	0	-14.228153	131.164652	-88.262915	39.86351	-11.172018	130.425353	-79.14957	105.88269	3.056135	209.240259	-89.763665	194.145605	14.794872	3.586973	0	-10.219362	130.070695	-67.543415	39.86351	-16.283448	127.683077	-79.14957	60.9956	-6.064086	204.617689	-89.763665	107.949105
