Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	3418563	3418581	18	0	7.774286	0.662479	0.011429	-42.564652	41.285332	-122.582685	-5.02002	520.953672	915.517563	-88.08109	734.71031	563.518324	934.180514	34.501595	768.972895	10.35	1.03999	0	-43.710764	39.350732	-103.13738	-5.02002	508.607894	869.500873	32.45772	734.71031	552.318658	887.019541	37.47774	768.972895	10.35	1.03999	0	-43.710764	39.350732	-103.13738	-5.02002	508.607894	869.500873	32.45772	734.71031	552.318658	887.019541	37.47774	768.972895	1	0	0	2	0.105263	0.684211	0	0	10.35	1.03999	0	-43.710764	39.350732	-103.13738	-5.02002	508.607894	869.500873	32.45772	734.71031	552.318658	887.019541	37.47774	768.972895	18.433048	3.766839	0	-7.83332	79.151683	-65.8613	61.037495	195.152202	558.287662	-33.86439	307.19144	202.985522	587.990499	-64.078065	331.59748
2	1	20096103	20096482	379	1	12.545714	3.919962	0	-30.555852	60.908654	-146.734435	45.436675	242.665069	484.829786	-134.54326	1280.23445	273.220921	531.559945	-63.643155	1431.072525	8.888889	3.54589	0.094017	-27.123227	70.03338	-111.964055	59.540645	189.903745	417.929148	-24.34579	1171.0076	217.026972	461.741696	-97.084975	1257.9742	9.545932	4.093141	0.086614	-27.123227	70.03338	-111.964055	59.540645	189.903745	417.929148	-24.34579	1171.0076	217.026972	461.741696	-97.084975	1257.9742	1	7	0.018421	0	0	0.565789	0.131579	0	9.615385	4.255107	0.094017	-27.123227	70.03338	-111.964055	59.540645	189.903745	417.929148	-24.34579	1171.0076	217.026972	461.741696	-97.084975	1257.9742	16.826211	0.914016	0	-30.179948	73.934643	-146.734435	97.784425	228.653602	462.938613	-11.53484	1280.23445	258.833549	513.846087	-97.084975	1431.072525
3	1	30878515	30878560	45	0	15.362857	1.586943	0	-6.604063	140.690197	-141.588655	139.835525	45.947326	208.425277	-164.22995	559.02183	52.551389	300.891871	-245.010675	556.262735	6.723404	1.077479	0.085106	-3.293353	183.438362	-141.588655	139.835525	16.352737	214.641105	-164.22995	210.44653	19.64609	354.555383	-245.010675	186.978885	6.723404	1.077479	0.085106	-3.293353	183.438362	-141.588655	139.835525	16.352737	214.641105	-164.22995	210.44653	19.64609	354.555383	-245.010675	186.978885	0	0	0	1	0.021739	0.521739	0	0	6.723404	1.077479	0.085106	-3.293353	183.438362	-141.588655	139.835525	16.352737	214.641105	-164.22995	210.44653	19.64609	354.555383	-245.010675	186.978885	8.364672	1.057385	0.002849	7.781269	152.718133	-96.601595	139.835525	11.123961	181.404634	-164.22995	210.44653	3.342693	303.229521	-245.010675	186.978885
4	1	33652353	33652452	99	0	18.851429	3.180472	0	-6.984462	31.667644	-19.90875	9.481805	74.283077	331.060955	-11.42785	26.18362	81.267539	359.241034	-15.75806	44.32929	6.168317	2.72789	0.60396	-8.066513	38.11604	-22.060835	9.36091	121.130003	415.206793	-13.99962	183.2319	129.196516	448.980407	-32.471065	145.52855	6.168317	2.72789	0.60396	-8.066513	38.11604	-22.060835	9.36091	121.130003	415.206793	-13.99962	183.2319	129.196516	448.980407	-32.471065	145.52855	0	9	0.09	17	0.17	0.44	0.78	0	6.168317	2.72789	0.60396	-8.066513	38.11604	-22.060835	9.36091	121.130003	415.206793	-13.99962	183.2319	129.196516	448.980407	-32.471065	145.52855	12.450142	1.329745	0	-43.39193	57.031721	-136.998565	10.051985	398.308927	614.98364	-12.51871	1498.06859	441.700857	660.667567	-51.368825	1635.067155
5	1	77938420	77938472	52	0	8.705714	0.515348	0	-4.968936	38.049519	-45.5985	25.986725	96.807534	236.283309	-11.86124	498.66165	101.77647	233.199021	-20.06724	472.674925	8.537037	0.635817	0	-6.518331	47.102708	-85.85942	35.152745	146.731329	278.989482	-17.2098	582.54298	153.24966	274.04297	-64.916265	603.23041	8.537037	0.635817	0	-6.518331	47.102708	-85.85942	35.152745	146.731329	278.989482	-17.2098	582.54298	153.24966	274.04297	-64.916265	603.23041	0	0	0	2	0.037736	0.528302	1	0	8.537037	0.635817	0	-6.518331	47.102708	-85.85942	35.152745	146.731329	278.989482	-17.2098	582.54298	153.24966	274.04297	-64.916265	603.23041	9.962963	0.849401	0	-8.364104	54.978688	-85.85942	67.070455	151.964041	292.751904	-121.80313	582.54298	160.328145	290.566046	-84.1305	603.23041
6	1	245823567	245823630	63	0	12.565714	0.951531	0	-10.282356	46.735608	-60.33835	10.54828	-19.047797	66.269277	-98.90811	9.5753	-8.765441	67.31799	-66.89547	22.99048	8.8	2.10802	0.076923	-29.931519	47.22933	-73.07975	1.170335	-29.899387	92.392937	-208.66122	48.93624	0.032131	74.505557	-100.28355	55.3758	8.8	2.10802	0.076923	-29.931519	47.22933	-73.07975	1.170335	-29.899387	92.392937	-208.66122	48.93624	0.032131	74.505557	-100.28355	55.3758	0	3	0.046875	9	0.140625	0.390625	0	0	8.8	2.10802	0.076923	-29.931519	47.22933	-73.07975	1.170335	-29.899387	92.392937	-208.66122	48.93624	0.032131	74.505557	-100.28355	55.3758	9.769231	1.12416	0	-1.950366	23.906793	-26.84869	14.33713	42.061444	155.69308	-13.97681	64.2924	44.011809	146.568763	-18.638855	79.58873
7	1	247386171	247386196	25	0	9.177143	0.861493	0	-55.531489	89.13154	-214.2523	14.37164	201.807401	273.297656	-22.17151	676.3378	257.33889	358.923421	-20.330445	890.5901	9.703704	1.295401	0	-67.90642	100.063097	-214.2523	19.4536	261.963164	287.629033	-11.4896	676.3378	329.869583	384.083724	-30.9432	890.5901	9.703704	1.295401	0	-67.90642	100.063097	-214.2523	19.4536	261.963164	287.629033	-11.4896	676.3378	329.869583	384.083724	-30.9432	890.5901	1	1	0.038462	1	0.038462	0.423077	0	0	9.703704	1.295401	0	-67.90642	100.063097	-214.2523	19.4536	261.963164	287.629033	-11.4896	676.3378	329.869583	384.083724	-30.9432	890.5901	16.037037	2.218441	0	-38.189131	84.582738	-154.35649	36.605685	165.712326	266.447232	-31.51757	676.3378	203.901457	344.581185	-45.902595	808.436515
8	2	49087914	49087934	20	0	14.248571	2.197533	0	-24.763788	89.077328	-138.386355	129.824575	144.086217	151.455687	-88.6238	327.09053	168.850005	203.30324	-78.7728	477.25974	9.909091	0.610159	0	-44.866238	99.675412	-138.386355	111.67061	228.334302	104.725079	97.5678	327.09053	273.20054	190.1861	61.82975	477.25974	9.909091	0.610159	0	-44.866238	99.675412	-138.386355	111.67061	228.334302	104.725079	97.5678	327.09053	273.20054	190.1861	61.82975	477.25974	1	4	0.190476	6	0.285714	0.285714	0	0	9.909091	0.610159	0	-44.866238	99.675412	-138.386355	111.67061	228.334302	104.725079	97.5678	327.09053	273.20054	190.1861	61.82975	477.25974	23.60114	2.4096	0	-41.344658	78.542999	-138.386355	111.67061	117.306305	135.221494	-16.48216	320.38831	158.650963	183.318144	-22.486725	465.476885
9	2	99737919	99738089	170	1	12.562857	1.275869	0	-32.376751	152.915247	-147.31457	3.66851	151.377004	207.50298	-8.79395	411.20371	183.753755	337.88485	-8.015275	486.50414	14.94186	2.15675	0	-4.092181	124.600771	-130.72935	67.63035	68.737557	184.24787	-40.58008	403.44615	72.829738	289.542027	-110.915645	446.880175	14.94186	2.15675	0	-4.092181	124.600771	-130.72935	67.63035	68.737557	184.24787	-40.58008	403.44615	72.829738	289.542027	-110.915645	446.880175	1	1	0.005848	2	0.011696	0.450292	0.795322	0.204678	14.94186	2.15675	0	-4.092181	124.600771	-130.72935	67.63035	68.737557	184.24787	-40.58008	403.44615	72.829738	289.542027	-110.915645	446.880175	21.495726	1.744988	0	7.378928	117.279893	-130.72935	75.79427	51.407181	171.404276	-51.28947	328.30261	44.028253	271.09434	-127.744475	415.383245
10	2	134261844	134261903	59	0	9.382857	0.773296	0	-82.912789	60.594883	-163.164255	-9.170225	557.335054	420.348224	-10.14278	1045.82414	640.247843	451.917138	-4.29951	1092.874185	8.114754	0.967787	0.016393	-77.910448	62.041871	-163.164255	-5.84327	579.998953	439.318358	-10.14278	1122.4405	657.909401	475.655881	-4.29951	1272.05725	8.114754	0.967787	0.016393	-77.910448	62.041871	-163.164255	-5.84327	579.998953	439.318358	-10.14278	1122.4405	657.909401	475.655881	-4.29951	1272.05725	0	2	0.033333	2	0.033333	0.466667	0	0	8.114754	0.967787	0.016393	-77.910448	62.041871	-163.164255	-5.84327	579.998953	439.318358	-10.14278	1122.4405	657.909401	475.655881	-4.29951	1272.05725	21.612536	3.329223	0.002849	-32.111174	80.674377	-143.078755	27.367545	268.921875	350.962483	-18.72324	929.70993	301.033049	407.592388	-9.16058	1073.44963
