Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	10106821	10107194	373	1	22.74	1.585518	0	-15.811491	94.91535	-87.25473	20.3608	9.104403	119.187367	-59.02922	170.04274	24.915894	200.223968	-74.8296	230.012815	12.603989	3.61819	0	-20.85759	94.938209	-88.523395	20.3608	5.578927	123.674903	-137.03514	170.04274	26.436517	197.947157	-79.64938	230.012815	12.482667	3.533506	0	-20.85759	94.938209	-88.523395	20.3608	5.578927	123.674903	-137.03514	170.04274	26.436517	197.947157	-79.64938	230.012815	1	0	0	0	0	0.44385	1	0	11.888889	2.78602	0	-22.958976	100.824392	-88.523395	20.3608	12.218707	130.301715	-137.03514	170.04274	35.177683	209.228369	-79.64938	230.012815	10.566952	0.693184	0	-12.365598	129.24533	-108.48026	84.51399	-7.758554	154.106113	-188.12964	169.17607	4.607045	258.76043	-221.54913	296.63678
2	1	10973586	10974165	579	1	7.48	0.781887	0.005714	-54.083892	115.533278	-228.76773	192.4453	39.892953	240.047183	-268.3358	549.98289	93.976846	308.593491	-460.7811	658.726505	7.735043	0.513695	0.002849	-56.62698	123.240683	-228.76773	192.4453	51.28428	254.0074	-268.3358	549.98289	107.91126	326.859396	-460.7811	658.726505	8.120482	0.699219	0.001721	-51.145439	116.448093	-228.76773	192.4453	60.436633	239.183359	-268.3358	549.98289	111.582072	305.947226	-460.7811	658.726505	0	0	0	0	0	0.506897	1	0	8.376068	0.689428	0	-51.145439	116.448093	-228.76773	192.4453	60.436633	239.183359	-268.3358	549.98289	111.582072	305.947226	-460.7811	658.726505	9.25641	1.22232	0	-28.955632	102.01628	-141.619625	52.348965	43.963389	198.925065	-84.57351	285.42964	72.919021	260.13467	-105.271955	338.99938
3	1	13486128	13486203	75	0	0.894081	0.308214	1	29.78822	129.861128	-87.51145	219.577255	181.65861	300.828489	-77.35361	577.00418	151.87039	304.996914	-121.762745	642.91203	0.909091	0.289365	1	34.802125	136.941482	-123.13793	219.577255	200.278015	313.580788	-98.7139	577.00418	165.47589	319.954721	-138.657125	642.91203	0.909091	0.289365	1	34.802125	136.941482	-123.13793	219.577255	200.278015	313.580788	-98.7139	577.00418	165.47589	319.954721	-138.657125	642.91203	0	0	0	0	0	0.513158	0.986842	0	0.909091	0.289365	1	34.802125	136.941482	-123.13793	219.577255	200.278015	313.580788	-98.7139	577.00418	165.47589	319.954721	-138.657125	642.91203	0.903134	0.296198	1	26.034108	112.787655	-76.572395	209.4213	120.17324	263.314713	-58.04584	559.17015	94.139132	267.580305	-83.17286	591.238175
4	1	16102049	16102616	567	1	15.514286	1.277341	0	-2.447959	33.16825	-26.22929	13.49364	7.068051	74.516818	-14.95715	18.59094	9.51601	98.95536	-21.61483	31.03408	14.099715	0.918866	0	-11.369491	69.587637	-77.971245	80.540315	29.126583	155.243539	-124.89236	242.72302	40.496074	206.736032	-221.821235	266.314315	14.158172	0.930474	0	-11.426141	66.276885	-75.23106	80.540315	28.588118	147.878176	-104.73394	242.72302	40.014259	196.963864	-183.599405	266.314315	1	1	0.001761	0	0	0.494718	1	0	14.25641	0.917953	0	-14.5808	73.200414	-77.971245	98.35726	35.843491	163.422106	-124.89236	334.87916	50.424291	217.445422	-221.821235	410.11022	12.042735	2.528895	0.002849	-10.055864	71.756458	-77.971245	98.35726	16.33812	145.606029	-124.89236	242.72302	26.393984	198.445291	-221.821235	266.314315
5	1	60644898	60645146	248	1	12.782857	2.643854	0	-11.182962	53.250261	-36.787635	4.252295	9.255303	74.092626	-12.13219	46.93776	20.438265	112.832858	-7.84802	84.57399	10.144	1.173359	0	-32.26714	105.956496	-98.03606	30.196105	75.12604	123.754963	-11.99218	282.55672	107.39318	211.750822	-14.73181	487.14522	10.144	1.173359	0	-32.26714	105.956496	-98.03606	30.196105	75.12604	123.754963	-11.99218	282.55672	107.39318	211.750822	-14.73181	487.14522	1	0	0	0	0	0.445783	1	0	10.144	1.173359	0	-32.26714	105.956496	-98.03606	30.196105	75.12604	123.754963	-11.99218	282.55672	107.39318	211.750822	-14.73181	487.14522	11.005698	1.016982	0	-34.980048	106.557488	-105.139035	33.06747	53.983861	90.340696	-26.69842	142.47097	88.963909	187.168561	-59.76589	201.584045
6	1	66266601	66266717	116	1	23.625714	1.660228	0	49.183922	190.308052	-168.97025	365.17697	26.740756	219.904391	-212.57791	321.64047	-22.443166	345.971484	-506.89239	412.9874	24.830508	1.127019	0	52.614462	197.032426	-168.97025	365.17697	28.596593	228.041516	-212.57791	321.64047	-24.017869	358.91477	-506.89239	412.9874	24.830508	1.127019	0	52.614462	197.032426	-168.97025	365.17697	28.596593	228.041516	-212.57791	321.64047	-24.017869	358.91477	-506.89239	412.9874	2	0	0	0	0	0.418803	0.991453	0	24.830508	1.127019	0	52.614462	197.032426	-168.97025	365.17697	28.596593	228.041516	-212.57791	321.64047	-24.017869	358.91477	-506.89239	412.9874	23.937322	1.365515	0	56.198542	193.698641	-159.180735	365.17697	15.88838	209.407414	-212.57791	314.9572	-40.310162	335.332755	-506.89239	379.462615
7	1	68569681	68569893	212	1	12.585714	1.164086	0	-11.531089	118.910959	-137.388455	113.236145	71.438659	199.525866	-71.60251	220.55113	82.969748	290.893187	-174.680615	380.52532	12.686916	0.924429	0	-9.4474	127.591307	-137.388455	113.236145	77.653543	212.562731	-71.60251	220.55113	87.100943	311.281672	-174.680615	380.52532	12.686916	0.924429	0	-9.4474	127.591307	-137.388455	113.236145	77.653543	212.562731	-71.60251	220.55113	87.100943	311.281672	-174.680615	380.52532	1	0	0	1	0.004695	0.464789	0.995305	0	12.686916	0.924429	0	-9.4474	127.591307	-137.388455	113.236145	77.653543	212.562731	-71.60251	220.55113	87.100943	311.281672	-174.680615	380.52532	14.85755	1.740999	0	7.172626	110.383538	-125.9374	113.236145	51.413042	176.897303	-71.60251	199.06696	44.240415	261.326983	-155.1222	357.939585
8	1	72396359	72396755	396	1	21.254286	1.180511	0	5.184475	205.181903	-170.202415	236.651695	90.172928	246.689455	-126.74421	545.90615	84.988453	379.921592	-425.073465	634.950175	21.415954	1.222726	0	-0.294764	199.832778	-147.741295	77.238245	86.035343	241.517774	-112.28996	350.27969	86.330106	370.400089	-103.72306	520.482105	21.505025	1.21648	0	-0.410694	196.584342	-147.741295	77.238245	83.449176	238.040374	-112.28996	350.27969	83.85987	364.644769	-103.72306	520.482105	2	0	0	0	0	0.460957	0.997481	0	21.447293	1.23378	0	-0.422666	203.190283	-170.202415	77.238245	82.118595	245.984172	-126.74421	350.27969	82.541261	376.818495	-425.073465	520.482105	21.264957	2.447365	0	-1.388541	196.593494	-147.741295	77.238245	68.701298	218.06001	-112.28996	306.09493	70.089839	349.22625	-103.72306	484.211135
9	1	77899837	77900865	1028	2	28.685714	1.908681	0	-4.904451	59.324513	-78.805555	74.385465	-19.50112	112.866819	-128.38359	88.33422	-14.596669	120.796266	-185.35355	123.507285	23.655271	1.838701	0	-3.788958	51.645233	-48.637875	45.004645	-14.744767	104.968039	-109.34275	87.38956	-10.955809	112.627164	-86.79721	123.507285	21.020388	2.67017	0	-2.489516	49.545905	-48.637875	45.004645	-8.165657	100.385422	-102.0819	87.38956	-5.676142	111.909364	-86.79721	123.507285	2	1	0.000972	3	0.002915	0.343051	0.999028	0.000972	18.806268	1.566458	0	-3.964088	45.481049	-60.237365	77.84161	-5.81227	131.809849	-109.34275	222.49655	-1.848182	138.140054	-185.35355	266.866975	15.652422	2.039324	0	-2.338637	33.893156	-36.077205	24.8853	-3.271483	93.15577	-81.81095	53.96926	-0.932845	94.608975	-77.141775	77.034615
10	1	79109040	79109628	588	1	11.4	2.027038	0	-30.434941	95.273425	-181.858205	101.954535	94.071158	318.70174	-259.97801	499.23032	124.506099	400.519663	-361.932545	765.64444	11.076923	1.520266	0.008547	-38.072042	89.843129	-181.858205	44.276955	144.796663	300.419921	-151.76213	499.23032	182.868705	375.998925	-196.039085	765.64444	11.918644	1.640994	0.005085	-45.489127	92.209135	-181.858205	44.276955	178.951078	323.175307	-151.76213	725.42171	224.440205	402.390935	-196.039085	889.584195	1	1	0.001698	0	0	0.366723	0.998302	0	12.401709	1.798697	0.008547	-45.489127	92.209135	-181.858205	44.276955	178.951078	323.175307	-151.76213	725.42171	224.440205	402.390935	-196.039085	889.584195	11.387464	0.90286	0	-52.41141	96.411338	-181.858205	44.276955	202.535927	338.077066	-151.76213	725.42171	254.947337	420.213373	-196.039085	889.584195
