Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
1	1	16198805	16199114	309	1	16.745714	1.19018	0	-15.391883	48.760094	-82.517755	20.83641	14.048538	130.389317	-67.81926	130.28447	29.440421	144.467393	-27.798665	146.960615	18.205788	1.773305	0	-7.514231	40.810218	-74.71729	21.827895	2.960421	86.982097	-53.11313	69.42307	10.474652	96.041534	-28.562865	126.91725	18.205788	1.773305	0	-7.514231	40.810218	-74.71729	21.827895	2.960421	86.982097	-53.11313	69.42307	10.474652	96.041534	-28.562865	126.91725	2	1	0.003226	0	0	0.535484	0.996774	0	18.205788	1.773305	0	-7.514231	40.810218	-74.71729	21.827895	2.960421	86.982097	-53.11313	69.42307	10.474652	96.041534	-28.562865	126.91725	21.404558	1.006483	0	-20.337788	55.904419	-89.39675	36.537325	11.406072	126.224896	-105.08907	130.95894	31.74386	136.301959	-173.90253	205.67623
2	1	16516022	16516322	300	1	14.2	1.277982	0	-68.802666	88.082967	-171.098445	74.372635	139.874244	349.711731	-309.61484	755.24227	208.676909	422.073545	-262.21278	926.340715	16.10596	1.566477	0	-31.311822	61.909405	-150.300965	4.649375	57.805124	217.322514	-46.23413	161.0101	89.116947	266.214176	-34.301435	278.695955	16.10596	1.566477	0	-31.311822	61.909405	-150.300965	4.649375	57.805124	217.322514	-46.23413	161.0101	89.116947	266.214176	-34.301435	278.695955	1	0	0	1	0.003322	0.51495	0.996678	0	16.10596	1.566477	0	-31.311822	61.909405	-150.300965	4.649375	57.805124	217.322514	-46.23413	161.0101	89.116947	266.214176	-34.301435	278.695955	19.173789	1.037027	0	-53.75103	74.338736	-161.185935	13.291005	100.318667	281.519425	-50.46842	635.22978	154.069697	339.408372	-83.286695	837.74101
3	1	16690145	16690448	303	1	10.797143	0.887024	0	-41.530468	98.337224	-266.584565	57.17863	113.958125	288.527741	-79.87292	332.40574	155.488593	350.879035	-59.12481	418.849155	10.813115	0.980648	0	-0.837822	37.3862	-6.4171	12.372525	11.693275	102.561615	-8.97681	9.29452	12.531096	128.118487	-17.24977	14.74762	10.813115	0.980648	0	-0.837822	37.3862	-6.4171	12.372525	11.693275	102.561615	-8.97681	9.29452	12.531096	128.118487	-17.24977	14.74762	1	1	0.003289	0	0	0.546053	0.996711	0	10.813115	0.980648	0	-0.837822	37.3862	-6.4171	12.372525	11.693275	102.561615	-8.97681	9.29452	12.531096	128.118487	-17.24977	14.74762	8.014245	0.801657	0	-12.284403	61.910514	-46.285815	16.61022	33.890796	172.849058	-10.28078	43.57291	46.175199	214.576528	-19.18514	88.094025
4	1	16961525	16961832	307	1	50.811429	3.880579	0	19.024421	95.599952	-73.015155	128.930425	27.545826	167.817548	-83.2054	214.89518	8.521406	199.928322	-172.297135	148.576985	52.320388	2.173693	0	13.285042	101.942124	-118.299195	129.447735	28.165499	178.903754	-105.48477	225.32618	14.880457	215.613619	-183.49663	209.64491	52.320388	2.173693	0	13.285042	101.942124	-118.299195	129.447735	28.165499	178.903754	-105.48477	225.32618	14.880457	215.613619	-183.49663	209.64491	2	0	0	6	0.019481	0.516234	0.996753	0	52.320388	2.173693	0	13.285042	101.942124	-118.299195	129.447735	28.165499	178.903754	-105.48477	225.32618	14.880457	215.613619	-183.49663	209.64491	57.538462	3.552557	0	11.731785	100.783326	-106.40538	129.447735	33.093517	198.5614	-105.48477	225.32618	21.361732	237.287421	-183.49663	209.64491
5	1	18535704	18535836	132	1	15.845714	1.11985	0	-14.265087	78.472759	-118.367995	135.350845	17.246709	99.823149	-81.70282	190.55645	31.511796	162.558936	-143.619515	329.321525	13.514925	0.882027	0	-10.816824	87.091192	-118.367995	135.350845	8.764471	112.435212	-143.98333	190.55645	19.581294	183.89296	-240.314485	329.321525	13.514925	0.882027	0	-10.816824	87.091192	-118.367995	135.350845	8.764471	112.435212	-143.98333	190.55645	19.581294	183.89296	-240.314485	329.321525	1	0	0	0	0	0.37594	0.992481	0	13.514925	0.882027	0	-10.816824	87.091192	-118.367995	135.350845	8.764471	112.435212	-143.98333	190.55645	19.581294	183.89296	-240.314485	329.321525	13.082621	1.210199	0	-4.211358	50.386042	-75.51322	17.224975	7.673909	64.850191	-28.36697	59.83479	11.885267	106.59623	-44.706865	103.651585
6	1	19692900	19693212	312	1	18.66	1.684703	0	9.448791	114.114245	-65.36025	141.802895	-9.315507	112.151042	-171.44887	135.84728	-18.764298	201.784458	-380.387865	182.64476	21.136943	1.404138	0	6.201932	80.367645	-50.42783	15.026765	-1.831435	79.281113	-95.8185	62.36474	-8.033367	143.177384	-69.9125	98.48741	21.136943	1.404138	0	6.201932	80.367645	-50.42783	15.026765	-1.831435	79.281113	-95.8185	62.36474	-8.033367	143.177384	-69.9125	98.48741	2	0	0	0	0	0.517572	0.996805	0	21.136943	1.404138	0	6.201932	80.367645	-50.42783	15.026765	-1.831435	79.281113	-95.8185	62.36474	-8.033367	143.177384	-69.9125	98.48741	19.923077	1.233952	0	13.476403	125.173393	-65.36025	224.611545	-3.507687	123.544288	-171.44887	138.93738	-16.984089	223.245968	-396.060415	189.36521
7	1	21051468	21051654	186	1	13.594286	0.958133	0	-50.374381	157.604439	-217.37231	39.012055	42.227761	200.857484	-181.25211	360.81817	92.602142	272.562774	-46.82592	428.017265	12.670213	0.923702	0	-42.092706	156.607371	-217.37231	39.012055	48.352184	198.290415	-181.25211	360.81817	90.444889	272.681205	-46.82592	428.017265	12.670213	0.923702	0	-42.092706	156.607371	-217.37231	39.012055	48.352184	198.290415	-181.25211	360.81817	90.444889	272.681205	-46.82592	428.017265	1	0	0	0	0	0.57754	0.994652	0	12.670213	0.923702	0	-42.092706	156.607371	-217.37231	39.012055	48.352184	198.290415	-181.25211	360.81817	90.444889	272.681205	-46.82592	428.017265	14.746439	1.867338	0	9.542282	153.683435	-178.171115	191.11127	25.980626	183.975914	-181.25211	360.81817	16.438345	267.884228	-281.625655	428.017265
8	1	21497203	21497497	294	1	12.577143	1.003457	0	-11.193382	111.089413	-151.575605	11.102975	18.302642	144.767067	-56.3579	57.78488	29.496024	208.431073	-31.99555	144.882165	13.435811	0.85327	0	-11.334048	135.066554	-157.93552	90.36456	35.130776	176.794958	-80.16016	111.12491	46.464823	260.133922	-134.274415	202.95347	13.435811	0.85327	0	-11.334048	135.066554	-157.93552	90.36456	35.130776	176.794958	-80.16016	111.12491	46.464823	260.133922	-134.274415	202.95347	1	0	0	0	0	0.450847	0.99661	0	13.435811	0.85327	0	-11.334048	135.066554	-157.93552	90.36456	35.130776	176.794958	-80.16016	111.12491	46.464823	260.133922	-134.274415	202.95347	13.925926	1.08769	0	-12.27609	121.771603	-151.575605	64.02389	26.563148	160.471177	-56.3579	88.47037	38.839239	235.678698	-43.23043	149.697645
9	1	24777023	24777246	223	1	19.648571	0.977943	0	-51.796586	110.548166	-238.77879	64.449285	134.596435	282.30165	-51.80704	418.35453	186.393022	351.038547	-100.775795	523.145755	20.795556	1.207483	0	-52.007548	103.466141	-238.77879	64.449285	114.939511	271.417123	-51.80704	418.35453	166.947059	335.034893	-100.775795	523.145755	20.795556	1.207483	0	-52.007548	103.466141	-238.77879	64.449285	114.939511	271.417123	-51.80704	418.35453	166.947059	335.034893	-100.775795	523.145755	2	0	0	0	0	0.46875	0.995536	0	20.795556	1.207483	0	-52.007548	103.466141	-238.77879	64.449285	114.939511	271.417123	-51.80704	418.35453	166.947059	335.034893	-100.775795	523.145755	22.071225	1.075997	0	-55.579748	106.511192	-238.77879	64.449285	117.784728	281.149508	-51.80704	418.35453	173.364476	346.218357	-100.775795	523.145755
10	1	25165800	25166089	289	1	18.482857	1.259232	0	105.678826	681.135128	-153.80998	150.15883	124.072798	330.154775	-175.64797	294.36311	18.393972	864.715412	-219.999315	468.230495	17.515464	1.018248	0	22.780277	328.084746	-88.816505	8.341555	25.939723	166.15437	-12.53245	84.60343	3.159446	412.062248	-17.574225	146.38363	17.515464	1.018248	0	22.780277	328.084746	-88.816505	8.341555	25.939723	166.15437	-12.53245	84.60343	3.159446	412.062248	-17.574225	146.38363	1	0	0	0	0	0.593103	0.996552	0	17.515464	1.018248	0	22.780277	328.084746	-88.816505	8.341555	25.939723	166.15437	-12.53245	84.60343	3.159446	412.062248	-17.574225	146.38363	25.381766	4.18666	0	54.611608	474.065958	-116.526605	32.35748	42.169554	241.359398	-83.41297	253.42839	-12.442054	599.056482	-148.68898	352.66917
