variant	sample	allele	key	value
Deletion::X:936,594-936,647(53)	X	amb	count	69
Deletion::X:936,594-936,647(53)	X	ref	count	9
Deletion::X:936,594-936,647(53)	X	amb	reason_alignmentScore_alignmentScore	1
Deletion::X:936,594-936,647(53)	X	amb	reason_same_scores	68
Deletion::X:936,594-936,647(53)	X	ref	reason_alignmentScore	9
Deletion::X:936,594-936,647(53)	X	amb	alnScore_mean	5397.26086957
Deletion::X:936,594-936,647(53)	X	amb	alnScore_std	2451.10613097
Deletion::X:936,594-936,647(53)	X	ref	alnScore_mean	7845.0
Deletion::X:936,594-936,647(53)	X	ref	alnScore_std	2898.75314192
Deletion::X:936,594-936,647(53)	X	amb	insertSize_mean	2760.36231884
Deletion::X:936,594-936,647(53)	X	amb	insertSize_std	1245.66901844
Deletion::X:936,594-936,647(53)	X	ref	insertSize_mean	3970.33333333
Deletion::X:936,594-936,647(53)	X	ref	insertSize_std	1465.99674094
Deletion::X:2,250,169-2,250,227(58)	X	amb	count	50
Deletion::X:2,250,169-2,250,227(58)	X	ref	count	10
Deletion::X:2,250,169-2,250,227(58)	X	amb	reason_alignmentScore_alignmentScore	2
Deletion::X:2,250,169-2,250,227(58)	X	amb	reason_same_scores	48
Deletion::X:2,250,169-2,250,227(58)	X	ref	reason_alignmentScore	10
Deletion::X:2,250,169-2,250,227(58)	X	amb	alnScore_mean	5775.2
Deletion::X:2,250,169-2,250,227(58)	X	amb	alnScore_std	2980.09076372
Deletion::X:2,250,169-2,250,227(58)	X	ref	alnScore_mean	5518.9
Deletion::X:2,250,169-2,250,227(58)	X	ref	alnScore_std	1390.27540077
Deletion::X:2,250,169-2,250,227(58)	X	amb	insertSize_mean	2942.22
Deletion::X:2,250,169-2,250,227(58)	X	amb	insertSize_std	1506.81445825
Deletion::X:2,250,169-2,250,227(58)	X	ref	insertSize_mean	2784.4
Deletion::X:2,250,169-2,250,227(58)	X	ref	insertSize_std	703.982982749
Deletion::X:3,220,777-3,220,839(62)	X	amb	count	138
Deletion::X:3,220,777-3,220,839(62)	X	ref	count	37
Deletion::X:3,220,777-3,220,839(62)	X	amb	reason_alignmentScore_alignmentScore	8
Deletion::X:3,220,777-3,220,839(62)	X	amb	reason_same_scores	130
Deletion::X:3,220,777-3,220,839(62)	X	ref	reason_alignmentScore	37
Deletion::X:3,220,777-3,220,839(62)	X	amb	alnScore_mean	7014.39855072
Deletion::X:3,220,777-3,220,839(62)	X	amb	alnScore_std	4063.02303307
Deletion::X:3,220,777-3,220,839(62)	X	ref	alnScore_mean	12617.0810811
Deletion::X:3,220,777-3,220,839(62)	X	ref	alnScore_std	5946.94228667
Deletion::X:3,220,777-3,220,839(62)	X	amb	insertSize_mean	3545.75362319
Deletion::X:3,220,777-3,220,839(62)	X	amb	insertSize_std	2052.1430326
Deletion::X:3,220,777-3,220,839(62)	X	ref	insertSize_mean	6434.7027027
Deletion::X:3,220,777-3,220,839(62)	X	ref	insertSize_std	3006.01424953
Deletion::X:3,476,485-3,476,548(63)	X	amb	count	123
Deletion::X:3,476,485-3,476,548(63)	X	ref	count	3
Deletion::X:3,476,485-3,476,548(63)	X	amb	reason_alignmentScore_alignmentScore	1
Deletion::X:3,476,485-3,476,548(63)	X	amb	reason_same_scores	122
Deletion::X:3,476,485-3,476,548(63)	X	ref	reason_alignmentScore	3
Deletion::X:3,476,485-3,476,548(63)	X	amb	alnScore_mean	7292.90243902
Deletion::X:3,476,485-3,476,548(63)	X	amb	alnScore_std	3903.92364108
Deletion::X:3,476,485-3,476,548(63)	X	ref	alnScore_mean	7335.66666667
Deletion::X:3,476,485-3,476,548(63)	X	ref	alnScore_std	5001.09723516
Deletion::X:3,476,485-3,476,548(63)	X	amb	insertSize_mean	3668.93495935
Deletion::X:3,476,485-3,476,548(63)	X	amb	insertSize_std	1955.08160784
Deletion::X:3,476,485-3,476,548(63)	X	ref	insertSize_mean	3694.33333333
Deletion::X:3,476,485-3,476,548(63)	X	ref	insertSize_std	2537.72619134
Deletion::X:3,608,999-3,609,062(63)	X	amb	count	133
Deletion::X:3,608,999-3,609,062(63)	X	ref	count	12
Deletion::X:3,608,999-3,609,062(63)	X	amb	reason_alignmentScore_alignmentScore	16
Deletion::X:3,608,999-3,609,062(63)	X	amb	reason_same_scores	117
Deletion::X:3,608,999-3,609,062(63)	X	ref	reason_alignmentScore	12
Deletion::X:3,608,999-3,609,062(63)	X	amb	alnScore_mean	7221.04511278
Deletion::X:3,608,999-3,609,062(63)	X	amb	alnScore_std	3885.45573306
Deletion::X:3,608,999-3,609,062(63)	X	ref	alnScore_mean	8070.41666667
Deletion::X:3,608,999-3,609,062(63)	X	ref	alnScore_std	4732.98217227
Deletion::X:3,608,999-3,609,062(63)	X	amb	insertSize_mean	3634.10526316
Deletion::X:3,608,999-3,609,062(63)	X	amb	insertSize_std	1947.12618875
Deletion::X:3,608,999-3,609,062(63)	X	ref	insertSize_mean	4209.0
Deletion::X:3,608,999-3,609,062(63)	X	ref	insertSize_std	2538.41620569
Deletion::X:4,093,726-4,093,792(66)	X	amb	count	213
Deletion::X:4,093,726-4,093,792(66)	X	ref	count	50
Deletion::X:4,093,726-4,093,792(66)	X	amb	reason_alignmentScore_alignmentScore	22
Deletion::X:4,093,726-4,093,792(66)	X	amb	reason_same_scores	191
Deletion::X:4,093,726-4,093,792(66)	X	ref	reason_alignmentScore	50
Deletion::X:4,093,726-4,093,792(66)	X	amb	alnScore_mean	8132.34741784
Deletion::X:4,093,726-4,093,792(66)	X	amb	alnScore_std	4185.05923601
Deletion::X:4,093,726-4,093,792(66)	X	ref	alnScore_mean	6495.82
Deletion::X:4,093,726-4,093,792(66)	X	ref	alnScore_std	4028.90200273
Deletion::X:4,093,726-4,093,792(66)	X	amb	insertSize_mean	4086.25821596
Deletion::X:4,093,726-4,093,792(66)	X	amb	insertSize_std	2102.10066943
Deletion::X:4,093,726-4,093,792(66)	X	ref	insertSize_mean	3272.86
Deletion::X:4,093,726-4,093,792(66)	X	ref	insertSize_std	2038.07382604
Deletion::X:4,317,042-4,317,109(67)	X	amb	count	119
Deletion::X:4,317,042-4,317,109(67)	X	ref	count	28
Deletion::X:4,317,042-4,317,109(67)	X	amb	reason_alignmentScore_alignmentScore	11
Deletion::X:4,317,042-4,317,109(67)	X	amb	reason_same_scores	108
Deletion::X:4,317,042-4,317,109(67)	X	ref	reason_alignmentScore	28
