variant	sample	allele	key	value
Deletion::10:1,033,357-1,033,563(206)	10	amb	count	155
Deletion::10:1,033,357-1,033,563(206)	10	ref	count	26
Deletion::10:1,033,357-1,033,563(206)	10	amb	reason_alignmentScore_alignmentScore	6
Deletion::10:1,033,357-1,033,563(206)	10	amb	reason_same_scores	149
Deletion::10:1,033,357-1,033,563(206)	10	ref	reason_alignmentScore	26
Deletion::10:1,033,357-1,033,563(206)	10	amb	alnScore_mean	8074.47096774
Deletion::10:1,033,357-1,033,563(206)	10	amb	alnScore_std	4093.61781362
Deletion::10:1,033,357-1,033,563(206)	10	ref	alnScore_mean	12724.8846154
Deletion::10:1,033,357-1,033,563(206)	10	ref	alnScore_std	3879.90189534
Deletion::10:1,033,357-1,033,563(206)	10	amb	insertSize_mean	4130.60645161
Deletion::10:1,033,357-1,033,563(206)	10	amb	insertSize_std	2109.79469876
Deletion::10:1,033,357-1,033,563(206)	10	ref	insertSize_mean	6391.53846154
Deletion::10:1,033,357-1,033,563(206)	10	ref	insertSize_std	1945.83953071
Deletion::10:6,266,441-6,266,747(306)	10	amb	count	61
Deletion::10:6,266,441-6,266,747(306)	10	ref	count	14
Deletion::10:6,266,441-6,266,747(306)	10	amb	reason_alignmentScore_alignmentScore	1
Deletion::10:6,266,441-6,266,747(306)	10	amb	reason_same_scores	60
Deletion::10:6,266,441-6,266,747(306)	10	ref	reason_alignmentScore	14
Deletion::10:6,266,441-6,266,747(306)	10	amb	alnScore_mean	7447.01639344
Deletion::10:6,266,441-6,266,747(306)	10	amb	alnScore_std	3724.25641601
Deletion::10:6,266,441-6,266,747(306)	10	ref	alnScore_mean	11710.2857143
Deletion::10:6,266,441-6,266,747(306)	10	ref	alnScore_std	5666.1525423
Deletion::10:6,266,441-6,266,747(306)	10	amb	insertSize_mean	3749.50819672
Deletion::10:6,266,441-6,266,747(306)	10	amb	insertSize_std	1880.72545842
Deletion::10:6,266,441-6,266,747(306)	10	ref	insertSize_mean	5877.71428571
Deletion::10:6,266,441-6,266,747(306)	10	ref	insertSize_std	2843.88723979
Deletion::10:17,042,695-17,042,874(179)	10	amb	count	113
Deletion::10:17,042,695-17,042,874(179)	10	ref	count	33
Deletion::10:17,042,695-17,042,874(179)	10	amb	reason_alignmentScore_alignmentScore	23
Deletion::10:17,042,695-17,042,874(179)	10	amb	reason_same_scores	90
Deletion::10:17,042,695-17,042,874(179)	10	ref	reason_alignmentScore	33
Deletion::10:17,042,695-17,042,874(179)	10	amb	alnScore_mean	6984.73451327
Deletion::10:17,042,695-17,042,874(179)	10	amb	alnScore_std	3235.51959969
Deletion::10:17,042,695-17,042,874(179)	10	ref	alnScore_mean	11709.7575758
Deletion::10:17,042,695-17,042,874(179)	10	ref	alnScore_std	6532.04024942
Deletion::10:17,042,695-17,042,874(179)	10	amb	insertSize_mean	3508.43362832
Deletion::10:17,042,695-17,042,874(179)	10	amb	insertSize_std	1624.93286383
Deletion::10:17,042,695-17,042,874(179)	10	ref	insertSize_mean	5875.36363636
Deletion::10:17,042,695-17,042,874(179)	10	ref	insertSize_std	3282.92427679
Deletion::10:17,503,263-17,503,559(296)	10	amb	count	165
Deletion::10:17,503,263-17,503,559(296)	10	ref	count	27
Deletion::10:17,503,263-17,503,559(296)	10	amb	reason_alignmentScore_alignmentScore	26
Deletion::10:17,503,263-17,503,559(296)	10	amb	reason_same_scores	139
Deletion::10:17,503,263-17,503,559(296)	10	ref	reason_alignmentScore	27
Deletion::10:17,503,263-17,503,559(296)	10	amb	alnScore_mean	6534.53939394
Deletion::10:17,503,263-17,503,559(296)	10	amb	alnScore_std	3066.99064131
Deletion::10:17,503,263-17,503,559(296)	10	ref	alnScore_mean	10491.962963
Deletion::10:17,503,263-17,503,559(296)	10	ref	alnScore_std	5194.77440056
Deletion::10:17,503,263-17,503,559(296)	10	amb	insertSize_mean	3276.98181818
Deletion::10:17,503,263-17,503,559(296)	10	amb	insertSize_std	1530.81054178
Deletion::10:17,503,263-17,503,559(296)	10	ref	insertSize_mean	5265.37037037
Deletion::10:17,503,263-17,503,559(296)	10	ref	insertSize_std	2598.23904965
Deletion::10:24,655,092-24,655,401(309)	10	amb	count	201
Deletion::10:24,655,092-24,655,401(309)	10	ref	count	58
Deletion::10:24,655,092-24,655,401(309)	10	amb	reason_alignmentScore_alignmentScore	19
Deletion::10:24,655,092-24,655,401(309)	10	amb	reason_same_scores	182
Deletion::10:24,655,092-24,655,401(309)	10	ref	reason_alignmentScore	58
Deletion::10:24,655,092-24,655,401(309)	10	amb	alnScore_mean	7372.11442786
Deletion::10:24,655,092-24,655,401(309)	10	amb	alnScore_std	3887.82733988
Deletion::10:24,655,092-24,655,401(309)	10	ref	alnScore_mean	11742.1034483
Deletion::10:24,655,092-24,655,401(309)	10	ref	alnScore_std	4931.44929977
Deletion::10:24,655,092-24,655,401(309)	10	amb	insertSize_mean	3719.74626866
Deletion::10:24,655,092-24,655,401(309)	10	amb	insertSize_std	1964.39905874
Deletion::10:24,655,092-24,655,401(309)	10	ref	insertSize_mean	5885.94827586
Deletion::10:24,655,092-24,655,401(309)	10	ref	insertSize_std	2472.93838499
Deletion::10:25,265,405-25,265,721(316)	10	amb	count	176
Deletion::10:25,265,405-25,265,721(316)	10	ref	count	48
Deletion::10:25,265,405-25,265,721(316)	10	amb	reason_alignmentScore_alignmentScore	12
Deletion::10:25,265,405-25,265,721(316)	10	amb	reason_same_scores	164
Deletion::10:25,265,405-25,265,721(316)	10	ref	reason_alignmentScore	48
Deletion::10:25,265,405-25,265,721(316)	10	amb	alnScore_mean	8292.84659091
Deletion::10:25,265,405-25,265,721(316)	10	amb	alnScore_std	4057.44811263
Deletion::10:25,265,405-25,265,721(316)	10	ref	alnScore_mean	9698.52083333
Deletion::10:25,265,405-25,265,721(316)	10	ref	alnScore_std	6501.90231455
Deletion::10:25,265,405-25,265,721(316)	10	amb	insertSize_mean	4161.63068182
Deletion::10:25,265,405-25,265,721(316)	10	amb	insertSize_std	2034.09237213
Deletion::10:25,265,405-25,265,721(316)	10	ref	insertSize_mean	4862.4375
Deletion::10:25,265,405-25,265,721(316)	10	ref	insertSize_std	3256.66872808
Deletion::10:27,017,703-27,018,008(305)	10	amb	count	203
Deletion::10:27,017,703-27,018,008(305)	10	ref	count	14
Deletion::10:27,017,703-27,018,008(305)	10	amb	reason_alignmentScore_alignmentScore	20
Deletion::10:27,017,703-27,018,008(305)	10	amb	reason_same_scores	183
Deletion::10:27,017,703-27,018,008(305)	10	ref	reason_alignmentScore	14
Deletion::10:27,017,703-27,018,008(305)	10	amb	alnScore_mean	8020.78325123
Deletion::10:27,017,703-27,018,008(305)	10	amb	alnScore_std	3999.65897713
Deletion::10:27,017,703-27,018,008(305)	10	ref	alnScore_mean	8765.92857143
Deletion::10:27,017,703-27,018,008(305)	10	ref	alnScore_std	4182.28250163
Deletion::10:27,017,703-27,018,008(305)	10	amb	insertSize_mean	4047.8817734
Deletion::10:27,017,703-27,018,008(305)	10	amb	insertSize_std	2027.19952814
Deletion::10:27,017,703-27,018,008(305)	10	ref	insertSize_mean	4407.71428571
Deletion::10:27,017,703-27,018,008(305)	10	ref	insertSize_std	2101.79312658
Deletion::10:32,472,760-32,472,980(220)	10	alt	count	1
Deletion::10:32,472,760-32,472,980(220)	10	amb	count	137
Deletion::10:32,472,760-32,472,980(220)	10	ref	count	17
Deletion::10:32,472,760-32,472,980(220)	10	alt	reason_alignmentScore	1
Deletion::10:32,472,760-32,472,980(220)	10	amb	reason_alignmentScore_alignmentScore	8
Deletion::10:32,472,760-32,472,980(220)	10	amb	reason_same_scores	129
Deletion::10:32,472,760-32,472,980(220)	10	ref	reason_alignmentScore	17
Deletion::10:32,472,760-32,472,980(220)	10	alt	alnScore_mean	14676.0
Deletion::10:32,472,760-32,472,980(220)	10	alt	alnScore_std	0.0
Deletion::10:32,472,760-32,472,980(220)	10	amb	alnScore_mean	6637.87591241
Deletion::10:32,472,760-32,472,980(220)	10	amb	alnScore_std	3623.94614824
Deletion::10:32,472,760-32,472,980(220)	10	ref	alnScore_mean	11112.1176471
Deletion::10:32,472,760-32,472,980(220)	10	ref	alnScore_std	5023.47250278
Deletion::10:32,472,760-32,472,980(220)	10	alt	insertSize_mean	7453.0
Deletion::10:32,472,760-32,472,980(220)	10	alt	insertSize_std	0.0
Deletion::10:32,472,760-32,472,980(220)	10	amb	insertSize_mean	3348.25547445
Deletion::10:32,472,760-32,472,980(220)	10	amb	insertSize_std	1826.69375069
Deletion::10:32,472,760-32,472,980(220)	10	ref	insertSize_mean	5605.58823529
Deletion::10:32,472,760-32,472,980(220)	10	ref	insertSize_std	2536.44788814
Deletion::10:38,268,543-38,268,832(289)	10	amb	count	182
Deletion::10:38,268,543-38,268,832(289)	10	ref	count	29
Deletion::10:38,268,543-38,268,832(289)	10	amb	reason_alignmentScore_alignmentScore	26
Deletion::10:38,268,543-38,268,832(289)	10	amb	reason_same_scores	156
Deletion::10:38,268,543-38,268,832(289)	10	ref	reason_alignmentScore	29
Deletion::10:38,268,543-38,268,832(289)	10	amb	alnScore_mean	7188.58241758
Deletion::10:38,268,543-38,268,832(289)	10	amb	alnScore_std	3762.95368866
Deletion::10:38,268,543-38,268,832(289)	10	ref	alnScore_mean	9200.72413793
Deletion::10:38,268,543-38,268,832(289)	10	ref	alnScore_std	4067.31157414
Deletion::10:38,268,543-38,268,832(289)	10	amb	insertSize_mean	3643.72527473
Deletion::10:38,268,543-38,268,832(289)	10	amb	insertSize_std	1892.88428715
Deletion::10:38,268,543-38,268,832(289)	10	ref	insertSize_mean	4647.55172414
Deletion::10:38,268,543-38,268,832(289)	10	ref	insertSize_std	2081.36832622
Deletion::10:50,261,419-50,261,606(187)	10	amb	count	194
Deletion::10:50,261,419-50,261,606(187)	10	ref	count	38
Deletion::10:50,261,419-50,261,606(187)	10	amb	reason_alignmentScore_alignmentScore	33
Deletion::10:50,261,419-50,261,606(187)	10	amb	reason_same_scores	161
Deletion::10:50,261,419-50,261,606(187)	10	ref	reason_alignmentScore	38
Deletion::10:50,261,419-50,261,606(187)	10	amb	alnScore_mean	8853.41752577
Deletion::10:50,261,419-50,261,606(187)	10	amb	alnScore_std	4505.89950125
Deletion::10:50,261,419-50,261,606(187)	10	ref	alnScore_mean	10616.9473684
Deletion::10:50,261,419-50,261,606(187)	10	ref	alnScore_std	5604.67397966
Deletion::10:50,261,419-50,261,606(187)	10	amb	insertSize_mean	4440.69587629
Deletion::10:50,261,419-50,261,606(187)	10	amb	insertSize_std	2260.49704307
Deletion::10:50,261,419-50,261,606(187)	10	ref	insertSize_mean	5320.47368421
Deletion::10:50,261,419-50,261,606(187)	10	ref	insertSize_std	2810.58437206
Deletion::10:70,591,684-70,591,820(136)	10	amb	count	114
Deletion::10:70,591,684-70,591,820(136)	10	ref	count	15
Deletion::10:70,591,684-70,591,820(136)	10	amb	reason_same_scores	114
Deletion::10:70,591,684-70,591,820(136)	10	ref	reason_alignmentScore	15
Deletion::10:70,591,684-70,591,820(136)	10	amb	alnScore_mean	6686.68421053
Deletion::10:70,591,684-70,591,820(136)	10	amb	alnScore_std	3339.44503036
Deletion::10:70,591,684-70,591,820(136)	10	ref	alnScore_mean	5465.0
Deletion::10:70,591,684-70,591,820(136)	10	ref	alnScore_std	2997.27643036
Deletion::10:70,591,684-70,591,820(136)	10	amb	insertSize_mean	3362.22807018
Deletion::10:70,591,684-70,591,820(136)	10	amb	insertSize_std	1673.29991248
Deletion::10:70,591,684-70,591,820(136)	10	ref	insertSize_mean	2740.4
Deletion::10:70,591,684-70,591,820(136)	10	ref	insertSize_std	1499.7482811
Deletion::10:77,232,069-77,232,209(140)	10	amb	count	153
Deletion::10:77,232,069-77,232,209(140)	10	ref	count	57
Deletion::10:77,232,069-77,232,209(140)	10	amb	reason_alignmentScore_alignmentScore	36
Deletion::10:77,232,069-77,232,209(140)	10	amb	reason_same_scores	117
Deletion::10:77,232,069-77,232,209(140)	10	ref	reason_alignmentScore	57
Deletion::10:77,232,069-77,232,209(140)	10	amb	alnScore_mean	8584.90849673
Deletion::10:77,232,069-77,232,209(140)	10	amb	alnScore_std	4596.10733329
Deletion::10:77,232,069-77,232,209(140)	10	ref	alnScore_mean	12731.2105263
Deletion::10:77,232,069-77,232,209(140)	10	ref	alnScore_std	5541.04607179
Deletion::10:77,232,069-77,232,209(140)	10	amb	insertSize_mean	4395.05228758
Deletion::10:77,232,069-77,232,209(140)	10	amb	insertSize_std	2437.44750181
Deletion::10:77,232,069-77,232,209(140)	10	ref	insertSize_mean	6416.28070175
Deletion::10:77,232,069-77,232,209(140)	10	ref	insertSize_std	2826.58364712
Deletion::10:81,986,300-81,986,592(292)	10	amb	count	156
Deletion::10:81,986,300-81,986,592(292)	10	ref	count	30
Deletion::10:81,986,300-81,986,592(292)	10	amb	reason_alignmentScore_alignmentScore	40
Deletion::10:81,986,300-81,986,592(292)	10	amb	reason_same_scores	116
Deletion::10:81,986,300-81,986,592(292)	10	ref	reason_alignmentScore	30
Deletion::10:81,986,300-81,986,592(292)	10	amb	alnScore_mean	8412.64102564
Deletion::10:81,986,300-81,986,592(292)	10	amb	alnScore_std	4489.84502181
Deletion::10:81,986,300-81,986,592(292)	10	ref	alnScore_mean	10894.3666667
Deletion::10:81,986,300-81,986,592(292)	10	ref	alnScore_std	4895.23766861
Deletion::10:81,986,300-81,986,592(292)	10	amb	insertSize_mean	4234.64102564
Deletion::10:81,986,300-81,986,592(292)	10	amb	insertSize_std	2242.73104446
Deletion::10:81,986,300-81,986,592(292)	10	ref	insertSize_mean	5495.73333333
Deletion::10:81,986,300-81,986,592(292)	10	ref	insertSize_std	2467.01561856
Deletion::10:90,019,496-90,019,796(300)	10	amb	count	184
Deletion::10:90,019,496-90,019,796(300)	10	ref	count	54
Deletion::10:90,019,496-90,019,796(300)	10	amb	reason_alignmentScore_alignmentScore	35
Deletion::10:90,019,496-90,019,796(300)	10	amb	reason_same_scores	149
Deletion::10:90,019,496-90,019,796(300)	10	ref	reason_alignmentScore	54
Deletion::10:90,019,496-90,019,796(300)	10	amb	alnScore_mean	8897.55978261
Deletion::10:90,019,496-90,019,796(300)	10	amb	alnScore_std	4709.05843962
Deletion::10:90,019,496-90,019,796(300)	10	ref	alnScore_mean	14271.6851852
Deletion::10:90,019,496-90,019,796(300)	10	ref	alnScore_std	5453.02720828
Deletion::10:90,019,496-90,019,796(300)	10	amb	insertSize_mean	4463.66304348
Deletion::10:90,019,496-90,019,796(300)	10	amb	insertSize_std	2353.50029686
Deletion::10:90,019,496-90,019,796(300)	10	ref	insertSize_mean	7154.33333333
Deletion::10:90,019,496-90,019,796(300)	10	ref	insertSize_std	2730.43635096
Deletion::10:90,239,179-90,239,264(85)	10	amb	count	246
Deletion::10:90,239,179-90,239,264(85)	10	ref	count	39
Deletion::10:90,239,179-90,239,264(85)	10	amb	reason_alignmentScore_alignmentScore	46
Deletion::10:90,239,179-90,239,264(85)	10	amb	reason_same_scores	200
Deletion::10:90,239,179-90,239,264(85)	10	ref	reason_alignmentScore	39
Deletion::10:90,239,179-90,239,264(85)	10	amb	alnScore_mean	7678.10569106
Deletion::10:90,239,179-90,239,264(85)	10	amb	alnScore_std	4099.42731141
Deletion::10:90,239,179-90,239,264(85)	10	ref	alnScore_mean	12577.8461538
Deletion::10:90,239,179-90,239,264(85)	10	ref	alnScore_std	5200.62280066
Deletion::10:90,239,179-90,239,264(85)	10	amb	insertSize_mean	3855.9796748
Deletion::10:90,239,179-90,239,264(85)	10	amb	insertSize_std	2056.57779409
Deletion::10:90,239,179-90,239,264(85)	10	ref	insertSize_mean	6307.56410256
Deletion::10:90,239,179-90,239,264(85)	10	ref	insertSize_std	2610.26271195
Deletion::10:102,149,380-102,149,688(308)	10	amb	count	126
Deletion::10:102,149,380-102,149,688(308)	10	ref	count	4
Deletion::10:102,149,380-102,149,688(308)	10	amb	reason_alignmentScore_alignmentScore	8
Deletion::10:102,149,380-102,149,688(308)	10	amb	reason_same_scores	118
Deletion::10:102,149,380-102,149,688(308)	10	ref	reason_alignmentScore	4
Deletion::10:102,149,380-102,149,688(308)	10	amb	alnScore_mean	7190.1984127
Deletion::10:102,149,380-102,149,688(308)	10	amb	alnScore_std	4394.3917289
Deletion::10:102,149,380-102,149,688(308)	10	ref	alnScore_mean	5473.25
Deletion::10:102,149,380-102,149,688(308)	10	ref	alnScore_std	1389.75921925
Deletion::10:102,149,380-102,149,688(308)	10	amb	insertSize_mean	3607.61111111
Deletion::10:102,149,380-102,149,688(308)	10	amb	insertSize_std	2194.84938548
Deletion::10:102,149,380-102,149,688(308)	10	ref	insertSize_mean	2744.25
Deletion::10:102,149,380-102,149,688(308)	10	ref	insertSize_std	692.174607668
Deletion::10:102,181,977-102,182,151(174)	10	alt	count	1
Deletion::10:102,181,977-102,182,151(174)	10	amb	count	82
Deletion::10:102,181,977-102,182,151(174)	10	ref	count	5
Deletion::10:102,181,977-102,182,151(174)	10	alt	reason_alignmentScore	1
Deletion::10:102,181,977-102,182,151(174)	10	amb	reason_same_scores	82
Deletion::10:102,181,977-102,182,151(174)	10	ref	reason_alignmentScore	5
Deletion::10:102,181,977-102,182,151(174)	10	alt	alnScore_mean	7266.0
Deletion::10:102,181,977-102,182,151(174)	10	alt	alnScore_std	0.0
