variant	sample	allele	key	value
Deletion::X:445,646-446,047(401)	X	alt	count	5
Deletion::X:445,646-446,047(401)	X	amb	count	52
Deletion::X:445,646-446,047(401)	X	alt	reason_alignmentScore	5
Deletion::X:445,646-446,047(401)	X	amb	reason_alignmentScore_alignmentScore	21
Deletion::X:445,646-446,047(401)	X	amb	reason_same_scores	31
Deletion::X:445,646-446,047(401)	X	alt	alnScore_mean	8019.8
Deletion::X:445,646-446,047(401)	X	alt	alnScore_std	2402.34730212
Deletion::X:445,646-446,047(401)	X	amb	alnScore_mean	3162.07692308
Deletion::X:445,646-446,047(401)	X	amb	alnScore_std	2691.19317151
Deletion::X:445,646-446,047(401)	X	alt	insertSize_mean	5075.0
Deletion::X:445,646-446,047(401)	X	alt	insertSize_std	1505.27073977
Deletion::X:445,646-446,047(401)	X	amb	insertSize_mean	2162.0
Deletion::X:445,646-446,047(401)	X	amb	insertSize_std	1817.14280164
Deletion::X:562,561-562,754(193)	X	alt	count	4
Deletion::X:562,561-562,754(193)	X	amb	count	41
Deletion::X:562,561-562,754(193)	X	alt	reason_alignmentScore	4
Deletion::X:562,561-562,754(193)	X	amb	reason_alignmentScore_alignmentScore	13
Deletion::X:562,561-562,754(193)	X	amb	reason_multimapping	1
Deletion::X:562,561-562,754(193)	X	amb	reason_same_scores	27
Deletion::X:562,561-562,754(193)	X	alt	alnScore_mean	5346.5
Deletion::X:562,561-562,754(193)	X	alt	alnScore_std	3572.98828014
Deletion::X:562,561-562,754(193)	X	amb	alnScore_mean	2221.70731707
Deletion::X:562,561-562,754(193)	X	amb	alnScore_std	1518.88709649
Deletion::X:562,561-562,754(193)	X	alt	insertSize_mean	3433.0
Deletion::X:562,561-562,754(193)	X	alt	insertSize_std	2326.60396286
Deletion::X:562,561-562,754(193)	X	amb	insertSize_mean	1475.3902439
Deletion::X:562,561-562,754(193)	X	amb	insertSize_std	969.394426963
Deletion::X:724,371-725,391(1020)	X	amb	count	46
Deletion::X:724,371-725,391(1020)	X	ref	count	3
Deletion::X:724,371-725,391(1020)	X	amb	reason_alignmentScore_alignmentScore	24
Deletion::X:724,371-725,391(1020)	X	amb	reason_same_scores	22
Deletion::X:724,371-725,391(1020)	X	ref	reason_alignmentScore	3
Deletion::X:724,371-725,391(1020)	X	amb	alnScore_mean	2254.08695652
Deletion::X:724,371-725,391(1020)	X	amb	alnScore_std	1218.21056983
Deletion::X:724,371-725,391(1020)	X	ref	alnScore_mean	7007.66666667
Deletion::X:724,371-725,391(1020)	X	ref	alnScore_std	4361.2115544
Deletion::X:724,371-725,391(1020)	X	amb	insertSize_mean	1640.86956522
Deletion::X:724,371-725,391(1020)	X	amb	insertSize_std	915.374967329
Deletion::X:724,371-725,391(1020)	X	ref	insertSize_mean	4491.66666667
Deletion::X:724,371-725,391(1020)	X	ref	insertSize_std	2742.42621698
Deletion::X:910,133-910,850(717)	X	alt	count	2
Deletion::X:910,133-910,850(717)	X	amb	count	49
Deletion::X:910,133-910,850(717)	X	alt	reason_alignmentScore	2
Deletion::X:910,133-910,850(717)	X	amb	reason_alignmentScore_alignmentScore	25
Deletion::X:910,133-910,850(717)	X	amb	reason_multimapping	1
Deletion::X:910,133-910,850(717)	X	amb	reason_same_scores	23
Deletion::X:910,133-910,850(717)	X	alt	alnScore_mean	6419.0
Deletion::X:910,133-910,850(717)	X	alt	alnScore_std	2891.0
