variant	sample	allele	key	value
Deletion::X:14,218,823-14,223,675(4852)	X	amb	count	170
Deletion::X:14,218,823-14,223,675(4852)	X	ref	count	30
Deletion::X:14,218,823-14,223,675(4852)	X	amb	reason_alignmentScore_alignmentScore	62
Deletion::X:14,218,823-14,223,675(4852)	X	amb	reason_multimapping	5
Deletion::X:14,218,823-14,223,675(4852)	X	amb	reason_same_scores	103
Deletion::X:14,218,823-14,223,675(4852)	X	ref	reason_alignmentScore	30
Deletion::X:14,218,823-14,223,675(4852)	X	amb	alnScore_mean	3269.04705882
Deletion::X:14,218,823-14,223,675(4852)	X	amb	alnScore_std	2548.92157314
Deletion::X:14,218,823-14,223,675(4852)	X	ref	alnScore_mean	4220.83333333
Deletion::X:14,218,823-14,223,675(4852)	X	ref	alnScore_std	2552.69550454
Deletion::X:14,218,823-14,223,675(4852)	X	amb	insertSize_mean	2180.01764706
Deletion::X:14,218,823-14,223,675(4852)	X	amb	insertSize_std	1685.86519757
Deletion::X:14,218,823-14,223,675(4852)	X	ref	insertSize_mean	2707.9
Deletion::X:14,218,823-14,223,675(4852)	X	ref	insertSize_std	1582.87323877
Deletion::X:14,462,281-14,462,507(226)	X	amb	count	158
Deletion::X:14,462,281-14,462,507(226)	X	ref	count	17
Deletion::X:14,462,281-14,462,507(226)	X	amb	reason_alignmentScore_alignmentScore	46
Deletion::X:14,462,281-14,462,507(226)	X	amb	reason_same_scores	112
Deletion::X:14,462,281-14,462,507(226)	X	ref	reason_alignmentScore	17
Deletion::X:14,462,281-14,462,507(226)	X	amb	alnScore_mean	2862.70886076
Deletion::X:14,462,281-14,462,507(226)	X	amb	alnScore_std	1866.39314819
Deletion::X:14,462,281-14,462,507(226)	X	ref	alnScore_mean	6702.29411765
Deletion::X:14,462,281-14,462,507(226)	X	ref	alnScore_std	4158.27120136
Deletion::X:14,462,281-14,462,507(226)	X	amb	insertSize_mean	1881.11392405
Deletion::X:14,462,281-14,462,507(226)	X	amb	insertSize_std	1207.01534276
Deletion::X:14,462,281-14,462,507(226)	X	ref	insertSize_mean	4194.70588235
Deletion::X:14,462,281-14,462,507(226)	X	ref	insertSize_std	2660.8827099
Deletion::X:14,837,921-14,838,223(302)	X	amb	count	141
Deletion::X:14,837,921-14,838,223(302)	X	ref	count	16
Deletion::X:14,837,921-14,838,223(302)	X	amb	reason_alignmentScore_alignmentScore	46
Deletion::X:14,837,921-14,838,223(302)	X	amb	reason_same_scores	95
Deletion::X:14,837,921-14,838,223(302)	X	ref	reason_alignmentScore	16
