variant	sample	allele	key	value
Deletion::X:1,450,590-1,450,790(200)	X	amb	count	289
Deletion::X:1,450,590-1,450,790(200)	X	ref	count	21
Deletion::X:1,450,590-1,450,790(200)	X	amb	reason_alignmentScore_alignmentScore	173
Deletion::X:1,450,590-1,450,790(200)	X	amb	reason_multimapping	11
Deletion::X:1,450,590-1,450,790(200)	X	amb	reason_orientation_orientation	9
Deletion::X:1,450,590-1,450,790(200)	X	amb	reason_same_scores	96
Deletion::X:1,450,590-1,450,790(200)	X	ref	reason_alignmentScore	21
Deletion::X:1,450,590-1,450,790(200)	X	amb	alnScore_mean	805.896193772
Deletion::X:1,450,590-1,450,790(200)	X	amb	alnScore_std	133.722571948
Deletion::X:1,450,590-1,450,790(200)	X	ref	alnScore_mean	923.380952381
Deletion::X:1,450,590-1,450,790(200)	X	ref	alnScore_std	31.0014994883
Deletion::X:1,450,590-1,450,790(200)	X	amb	insertSize_mean	475.505190311
Deletion::X:1,450,590-1,450,790(200)	X	amb	insertSize_std	239.131996113
Deletion::X:1,450,590-1,450,790(200)	X	ref	insertSize_mean	417.619047619
Deletion::X:1,450,590-1,450,790(200)	X	ref	insertSize_std	92.8406090286
Deletion::X:13,463,970-13,464,122(152)	X	alt	count	1
Deletion::X:13,463,970-13,464,122(152)	X	amb	count	230
Deletion::X:13,463,970-13,464,122(152)	X	ref	count	39
Deletion::X:13,463,970-13,464,122(152)	X	alt	reason_alignmentScore	1
Deletion::X:13,463,970-13,464,122(152)	X	amb	reason_alignmentScore_alignmentScore	83
Deletion::X:13,463,970-13,464,122(152)	X	amb	reason_multimapping	3
Deletion::X:13,463,970-13,464,122(152)	X	amb	reason_orientation_alignmentScore	1
Deletion::X:13,463,970-13,464,122(152)	X	amb	reason_orientation_orientation	1
Deletion::X:13,463,970-13,464,122(152)	X	amb	reason_same_scores	142
Deletion::X:13,463,970-13,464,122(152)	X	ref	reason_alignmentScore	39
Deletion::X:13,463,970-13,464,122(152)	X	alt	alnScore_mean	907.0
Deletion::X:13,463,970-13,464,122(152)	X	alt	alnScore_std	0.0
Deletion::X:13,463,970-13,464,122(152)	X	amb	alnScore_mean	858.482608696
Deletion::X:13,463,970-13,464,122(152)	X	amb	alnScore_std	128.63489672
Deletion::X:13,463,970-13,464,122(152)	X	ref	alnScore_mean	920.794871795
Deletion::X:13,463,970-13,464,122(152)	X	ref	alnScore_std	36.8003480245
Deletion::X:13,463,970-13,464,122(152)	X	alt	insertSize_mean	533.0
Deletion::X:13,463,970-13,464,122(152)	X	alt	insertSize_std	0.0
Deletion::X:13,463,970-13,464,122(152)	X	amb	insertSize_mean	437.282608696
Deletion::X:13,463,970-13,464,122(152)	X	amb	insertSize_std	191.509661811
Deletion::X:13,463,970-13,464,122(152)	X	ref	insertSize_mean	470.025641026
Deletion::X:13,463,970-13,464,122(152)	X	ref	insertSize_std	99.9960222746
Deletion::X:18,606,752-18,607,061(309)	X	amb	count	208
Deletion::X:18,606,752-18,607,061(309)	X	ref	count	45
Deletion::X:18,606,752-18,607,061(309)	X	amb	reason_alignmentScore_alignmentScore	81
Deletion::X:18,606,752-18,607,061(309)	X	amb	reason_multimapping	5
Deletion::X:18,606,752-18,607,061(309)	X	amb	reason_orientation_orientation	2
Deletion::X:18,606,752-18,607,061(309)	X	amb	reason_same_scores	120
Deletion::X:18,606,752-18,607,061(309)	X	ref	reason_alignmentScore	45
Deletion::X:18,606,752-18,607,061(309)	X	amb	alnScore_mean	849.788461538
